gx,gy,gz,grms,ax,ay,az,arms
3376,230,624,3440,1872,5996,13808,15169
3360,234,609,3422,1920,5892,13744,15076
3328,212,610,3390,2020,5968,13732,15108
3344,219,604,3405,2276,5924,13876,15258
3344,274,601,3408,2200,5892,13776,15143
3360,237,639,3428,1948,5988,13604,14990
3328,224,622,3393,2112,6072,14008,15412
3360,224,606,3421,2188,6028,13804,15220
3344,243,593,3404,2312,5984,13896,15305
3376,226,625,3440,2132,5848,13860,15193
3344,246,618,3409,2504,5892,13928,15328
3344,186,599,3402,2300,5892,13892,15264
3344,235,580,3402,1572,6116,13860,15230
3312,222,557,3365,2380,5904,13728,15132
3360,223,580,3416,1860,6048,13744,15130
3376,209,613,3437,2220,5968,13668,15078
3376,218,630,3441,2132,5976,13760,15152
3344,220,635,3410,2168,5872,13764,15120
3376,240,578,3433,2256,5888,13848,15215
3360,234,595,3420,1556,6076,13884,15234
3344,224,597,3404,2264,5972,13696,15111
3360,229,602,3421,1952,5960,13788,15147
3376,240,611,3439,2084,5864,13728,15072
3344,256,627,3411,2300,5924,13780,15174
3360,239,602,3421,2292,6004,13764,15190
3376,204,598,3434,2048,5988,13856,15232
3376,221,576,3431,2084,6008,13856,15245
3360,237,605,3422,1768,6056,13800,15173
3360,247,600,3422,1652,6076,13840,15205
3360,226,602,3420,1980,5976,13744,15117
3328,225,582,3385,1620,5944,13756,15072
3344,227,602,3405,1764,5976,13836,15174
3328,232,592,3388,2252,5924,13740,15131
3344,223,645,3412,2308,5868,13928,15288
3360,202,605,3420,1772,6072,13804,15184
3376,186,603,3434,1984,6072,13776,15184
3376,235,611,3438,2020,5972,13840,15208
3376,214,588,3433,1876,6024,13668,15053
3344,218,606,3405,2272,5892,13804,15179
3344,208,602,3404,1692,6124,13820,15210
3360,231,600,3420,1872,6056,13772,15160
3344,220,599,3404,1736,5984,13848,15185
3344,221,581,3401,2276,6016,13780,15207
3376,210,587,3433,1812,5900,13812,15128
3344,215,588,3402,1872,6028,13788,15164
3360,218,621,3423,2204,5896,13688,15065
3344,208,607,3405,1768,6056,13828,15199
3360,208,610,3421,1816,6048,13712,15096
3360,229,607,3422,2316,5908,13888,15269
3376,198,626,3439,2344,5928,13944,15332
3344,228,594,3403,1900,6016,13632,15021
3344,218,594,3403,2116,5908,13820,15178
3376,239,585,3434,2272,5952,13792,15192
3312,235,607,3375,1988,5964,13720,15091
3328,243,610,3392,2344,6076,13968,15411
3344,252,614,3409,1860,5928,13944,15265
3328,219,622,3392,1808,6012,13896,15248
3376,221,583,3433,2176,6016,13700,15120
3328,206,583,3384,1836,5924,13760,15093
3344,219,592,3403,1984,6124,13764,15194
3344,238,598,3405,2192,5904,13612,14998
3360,226,609,3422,2132,5964,13820,15202
3344,233,605,3406,1860,6032,13852,15222
3344,230,595,3404,2252,5932,13836,15221
3360,216,607,3421,2100,5892,13732,15089
3344,221,595,3403,1920,6056,13812,15203
3344,250,601,3406,1844,6008,13824,15185
3328,240,596,3389,2020,5796,13880,15176
3360,232,597,3420,1956,6088,13820,15227
3344,242,596,3405,1868,6036,13872,15243
3328,233,628,3394,1832,6052,14008,15369
3328,233,596,3388,2108,6076,13776,15203
3360,228,599,3420,2060,5852,13820,15148
3344,220,590,3402,1888,5996,13836,15197
3328,211,609,3389,2412,5936,13792,15207
3344,227,597,3404,1836,6088,13704,15107
3344,221,618,3407,2084,5900,13852,15199
3344,212,587,3401,1956,5980,13852,15213
3344,214,609,3405,1976,6084,13760,15174
3328,238,611,3391,2220,6000,13752,15167
3328,241,593,3388,2048,6084,13776,15198
3344,218,568,3398,1864,5912,13700,15037
3344,214,590,3402,2152,6052,13944,15352
3344,217,590,3402,1956,5984,13656,15037
3312,225,587,3371,2124,5888,13764,15120
3344,212,588,3401,1844,6064,13880,15258
3344,231,584,3402,1748,6220,13900,15328
3328,226,600,3389,1856,5972,13908,15249
3360,240,608,3422,2212,5844,13924,15261
3360,231,608,3422,1868,5980,13844,15195
3344,247,597,3405,2092,5932,13972,15322
3328,231,598,3389,1660,6084,13560,14954
3360,235,589,3419,1976,6040,13760,15156
3360,215,594,3418,2344,5928,13936,15324
3344,223,597,3404,2124,6048,13804,15219
3360,226,601,3420,2176,5888,13852,15207
3344,217,597,3403,1920,5876,13812,15132
3344,258,609,3408,1708,6012,13848,15193
3360,215,611,3421,1868,6048,13784,15167
3376,209,588,3433,1776,6084,13684,15080
3360,223,622,3424,1820,6060,13728,15116
3344,223,600,3404,1796,6012,13740,15104
3312,242,616,3377,2112,5864,13928,15258
3344,243,601,3406,2460,5840,13632,15032
3360,202,626,3423,2292,5952,14008,15391
3312,222,590,3371,1636,6596,14012,15573
3360,243,603,3422,1828,6064,13764,15151
3344,202,582,3400,1988,5748,13840,15117
3328,224,593,3387,1604,5924,13916,15209
3328,220,617,3391,1692,6148,13792,15194
3344,243,648,3414,2288,5848,13968,15314
3344,226,585,3402,1732,5564,13844,15020
