gx,gy,gz,grms,ax,ay,az,arms
3808,26852,9516,28741,7708,24996,8080,27376
3840,19548,2294,20053,3180,24928,368,25132
3856,20245,4319,21056,2804,19732,4624,20459
3856,14351,7875,16817,8576,16372,6524,19599
3872,12357,6885,14665,8860,16124,10984,21427
3840,11326,2449,12207,2460,14064,17880,22881
3808,7135,8298,11587,916,7660,14412,16346
3840,1287,5843,7109,6388,8308,11708,15713
3824,32306,1137,32551,1520,14484,14840,20792
3840,11594,1509,12306,1768,6392,15784,17120
3840,419,3470,5192,7944,5968,12752,16165
3840,255,472,3877,1412,5932,13720,15014
3840,225,696,3909,2708,5640,14048,15378
3808,219,581,3858,2660,5784,13956,15339
3872,223,597,3924,2676,5792,14032,15414
3840,242,595,3893,1984,5876,13956,15271
3824,240,594,3877,2636,5636,13820,15156
3856,230,592,3907,2040,5936,13988,15331
3824,236,595,3877,2588,5884,13920,15332
3856,258,624,3914,2296,5972,14068,15454
3856,229,577,3905,2112,5928,13864,15225
3840,225,595,3892,2624,5784,13972,15347
3856,237,599,3909,1868,5984,13948,15291
3856,244,583,3907,1868,5996,14084,15420
3808,238,589,3860,2180,5960,13984,15356
3824,229,594,3876,2236,5984,13840,15243
3856,245,591,3908,2440,5680,14104,15399
3856,235,611,3911,1840,6000,13996,15338
3856,215,603,3908,1908,5992,14012,15358
3824,228,607,3878,2552,5716,13864,15211
3856,220,610,3910,2100,5896,14100,15426
3856,254,619,3913,2696,5836,14064,15463
3824,212,604,3877,2584,5904,14092,15495
3808,215,585,3858,1932,6012,13856,15227
3840,222,581,3890,2020,6028,13948,15328
3840,225,580,3890,2320,5848,14132,15469
3808,209,587,3858,2724,5868,13972,15397
3840,241,575,3890,2616,5816,13944,15333
3840,243,598,3893,1920,6104,13920,15320
3840,216,568,3887,2112,5868,14016,15340
3808,247,581,3859,2572,5648,13892,15215
3840,227,579,3890,2576,5764,13972,15332
3808,232,592,3860,2620,5720,13912,15268
3840,230,600,3893,2256,5972,13984,15372
3856,249,586,3908,2492,5804,13960,15322
3840,231,599,3893,2596,5860,14040,15433
3824,242,584,3875,2344,5804,13868,15215
3840,233,581,3890,2632,5856,14024,15423
3856,237,586,3907,2508,5832,14004,15375
3888,221,599,3940,2092,6020,14000,15382
3824,244,572,3874,1948,5988,13920,15277
3808,219,587,3859,1972,5976,14020,15367
3840,221,599,3892,1848,6004,13956,15304
3840,234,595,3892,1848,6004,13948,15297
3824,227,584,3874,2708,5680,13960,15312
3840,228,590,3891,1840,6028,13924,15283
3840,255,597,3894,1872,5932,13796,15133
3856,220,600,3908,2024,6040,13988,15370
3840,242,570,3889,1968,6024,13992,15360
3840,234,590,3892,2000,5824,14204,15481
3840,240,579,3890,2168,5980,14100,15468
3840,221,584,3890,2724,5748,13896,15282
3840,244,603,3894,2044,5988,13972,15337
3808,222,595,3860,1980,5864,13904,15219
3824,217,566,3871,2004,6072,13884,15285
