gx,gy,gz,grms,ax,ay,az,arms
4192,239,477,4220,4752,8192,18728,20986
4208,224,267,4780,4796,8288,18400,20742
4176,234,866,4276,5136,9348,18512,21364
4176,304,469,4236,4636,9240,18448,21147
4160,268,503,4239,4496,8900,18228,20777
4192,232,461,4217,4564,9948,18336,21354
4144,209,538,4241,4640,9268,18292,21024
4192,347,867,4315,4716,8900,18104,20717
4176,174,782,4250,4696,9072,18272,20933
4192,344,778,4290,4812,8860,18876,21399
4160,305,324,5703,4120,11156,18020,21590
4160,225,493,4295,4360,9612,18208,21045
4160,316,749,4306,4240,9740,17980,20883
4160,194,658,4236,4500,9812,18384,21318
4192,153,543,4298,4220,9652,18384,21188
4192,239,609,4246,4568,10624,17820,21243
4176,262,443,4305,4644,10044,17996,21125
4160,236,834,4401,4976,9640,18272,21249
4176,250,511,4328,4512,9240,18536,21197
4160,236,926,6103,4128,9084,18272,20818
4160,303,2144,6918,4992,6944,18824,20675
4176,174,1513,15387,2504,5988,18712,19805
4160,249,1081,4852,3196,5328,20052,20992
4160,283,498,4306,2956,5768,19728,20765
4192,219,483,4513,4680,3092,19140,19944
4176,240,1111,4347,4020,6092,18004,19427
4176,238,330,4299,3624,5704,18952,20120
4160,234,468,4194,3720,6216,18812,20158
4160,241,214,4199,3608,6488,19072,20465
4176,220,96,4386,4112,4712,19068,20067
4176,237,224,4808,4480,4784,18664,19781
4160,218,702,4382,4164,4952,19360,20412
4160,213,993,4292,3472,4652,18720,19599
4176,254,824,5119,3524,5056,18192,19207
4144,234,355,4868,4548,3936,19356,20268
4160,239,770,5300,4560,3636,19364,20223
4144,234,340,4158,4416,3820,18852,19735
4144,243,151,4150,3872,4088,18732,19559
4160,235,932,4540,4532,4648,19484,20537
4160,221,882,4623,4028,4860,18824,19854
4144,223,769,4217,4076,5200,18804,19930
4160,216,639,4208,4388,5348,19100,20314
4144,239,622,4213,3960,5644,18820,20043
4144,225,784,4233,4236,5664,19092,20359
4160,233,160,4259,4412,5652,18716,20042
4176,235,325,4235,4636,5044,19188,20374
4160,255,527,4329,4172,4980,18980,20061
4128,227,369,4148,4388,5152,18756,19939
4144,221,0,4662,4096,5520,18708,19930
4176,245,109,4180,4332,5400,18252,19520
4160,230,1852,5225,4068,5260,18360,19527
4128,243,4567,6520,6784,8808,17628,20841
4112,223,187,4417,5320,6784,18300,20229
4160,238,4686,6282,3924,6728,17884,19506
4128,234,11653,19850,5556,4264,20304,21477
4160,238,29932,-22223,7216,19176,6640,21537
4144,23089,32767,-25238,8292,19280,44,20987
4176,-32768,32767,-1,7884,16532,10688,21206
4144,16587,7770,18779,1756,13108,11744,17686
4144,5295,4575,8132,3020,9880,11780,15668
4128,4435,11739,13210,2352,10664,14932,18499
4160,8982,7471,12401,6608,8620,13376,17230
4192,205,961,4305,3780,5368,14848,16234
4144,3374,2605,5944,5264,5352,11404,13653
4128,3261,493,5283,3100,8192,12796,15506
4160,1892,4775,6609,6488,6968,15124,17871
4192,6585,4234,8880,2888,10940,16692,20165
4160,17109,31032,-29857,1596,13808,12332,18581
4160,2786,11044,12125,1452,10884,8724,14024
4176,8913,13478,16689,492,12996,10332,16609
4176,7630,5999,10566,1740,12680,11452,17174
4160,9162,12902,16361,2188,14132,12556,19030
4160,8985,9973,14053,6596,6704,13300,16289
4144,3863,8002,9804,3940,8756,18076,20467
4160,1791,5157,6863,3404,6912,12828,14963
4144,3456,17752,18553,3028,3428,13064,13841
4144,2445,5283,7145,5072,6196,12976,15247
4144,2868,1352,5217,4712,5548,12128,14144
4160,5449,4684,8302,2800,6148,13332,14945
4160,1451,873,4491,2200,5804,13780,15113
4144,1408,952,4479,2480,6080,13876,15351
4144,496,1210,4345,2172,6012,14144,15521
4176,1184,47,4340,2152,6104,14156,15565
4144,181,679,4203,1984,6032,14036,15405
4128,402,637,4196,2128,6032,14008,15399
4160,379,584,4217,1936,5988,14028,15374
4128,282,568,4176,1952,6068,14032,15411
4144,290,569,4192,2276,6056,14032,15451
4176,258,597,4226,2096,6136,13944,15377
4192,310,579,4243,2284,6004,14072,15468
4160,297,530,4204,2448,6036,13940,15386
4160,280,595,4211,2164,6096,14180,15585
4176,242,588,4224,2428,5920,14052,15440
4144,250,627,4198,2208,6016,13752,15171
4128,292,539,4173,1876,6132,13780,15198
4160,232,576,4206,2164,5976,13860,15247
4160,251,628,4214,1944,6092,14112,15493
4128,296,541,4173,2452,5892,14020,15404
4144,256,614,4197,2060,6124,13908,15335
4160,247,605,4211,2028,6020,13796,15188
4160,249,575,4206,2132,6008,13896,15288
4128,229,651,4185,2456,6084,14136,15584
4144,254,605,4195,2556,6020,13972,15426
4144,243,597,4193,2236,6088,14080,15501
4176,228,589,4223,1932,6180,13960,15388
4160,270,574,4208,1980,5976,14080,15423
4160,262,560,4205,2208,5956,13908,15289
4112,232,546,4154,2472,5968,13936,15360
4144,245,600,4194,2012,6064,14176,15549
4144,217,657,4201,2288,5944,13920,15307
4128,235,562,4172,1880,6020,13812,15183
4128,321,587,4181,1968,6108,14020,15418
4160,334,463,4198,2332,6020,13824,15257
4144,254,597,4194,2180,5984,13868,15260
4144,282,712,4214,2048,5952,13976,15328
4160,294,606,4214,1860,6156,14044,15446
4160,561,491,4226,2136,6020,13888,15286
4144,318,452,4180,2340,5908,14004,15378
4144,245,564,4189,1896,6104,14136,15513
4128,235,596,4177,2412,5864,14036,15401
4160,233,577,4206,2088,6044,13872,15274
4128,215,567,4172,2268,5904,13908,15278
4160,236,578,4206,2076,5988,14072,15433
4160,245,572,4206,2020,6084,14004,15401
4128,234,561,4172,2044,5980,13884,15254
4112,206,571,4156,2164,6016,14068,15452
4144,224,564,4188,2448,6088,13968,15432
4144,251,573,4190,2456,5920,13972,15371
4144,246,554,4188,2244,5988,13996,15387
4128,218,524,4166,2332,5988,14128,15520
4128,225,583,4175,2120,6012,13948,15335
4144,229,585,4191,2336,5920,13944,15327
4128,224,561,4171,2016,6100,13972,15378
4160,217,604,4209,2060,6044,13960,15351
4112,230,581,4159,2088,6020,13868,15261
4144,233,595,4192,2304,5988,13872,15283
4144,233,605,4194,2072,6024,14000,15381
4128,221,568,4172,1956,6112,13940,15346
4128,230,577,4174,2152,5912,13916,15272
4112,223,575,4157,2044,6032,14008,15387
4112,232,591,4160,2112,6088,14072,15477
4112,213,566,4156,2280,5992,14032,15427
4112,240,574,4158,2216,6064,14060,15471
4112,226,565,4156,1984,6148,14036,15451
4144,231,557,4187,2016,6056,13968,15357
4144,241,586,4192,2096,5936,13828,15193
4160,229,629,4213,2076,6156,13936,15375
4160,245,597,4209,2096,6064,13988,15389
4128,217,592,4175,2124,5940,13976,15333
4144,233,590,4192,1976,6072,14012,15398
4144,196,579,4188,2044,6132,14020,15438
4128,223,552,4170,2144,5996,13912,15300
4112,246,558,4156,2376,5952,14060,15451
4128,241,594,4177,2284,5808,13952,15284
4160,235,610,4211,2036,6088,14184,15569
4128,236,573,4174,2260,6048,13776,15213
4160,227,589,4207,1984,6008,13948,15315
4144,243,582,4191,2136,5868,14048,15373
4128,232,579,4174,1940,6172,13796,15237
4160,238,574,4206,2428,5944,13960,15365
4128,219,591,4175,2352,5884,14040,15403
4112,229,598,4161,2140,6084,14024,15435
4144,251,607,4195,1992,6004,14036,15395
4128,236,589,4176,1996,6008,13960,15328
4176,240,556,4219,2408,5988,14024,15437
4144,225,574,4189,2084,6152,14036,15466
4144,243,587,4192,2056,6036,13944,15332
4128,218,591,4175,2140,5948,13960,15324
4144,224,574,4189,1872,5984,14136,15464
4160,253,578,4207,1948,6060,13928,15313
4128,235,566,4173,2380,5916,14000,15383
4160,234,577,4206,2472,5928,14036,15435
4096,228,578,4142,1896,6056,14156,15513
4128,233,584,4175,1908,6132,14048,15446
4160,213,576,4205,1996,6208,14024,15465
4144,217,565,4187,2080,5944,14024,15373
4144,249,597,4194,2252,5992,14096,15481
4144,248,611,4196,2392,5924,13960,15352
4096,211,579,4142,2460,5952,13932,15348
4144,233,580,4190,1712,6024,13976,15314
4128,232,583,4175,1796,6028,14056,15399
4128,245,580,4175,1836,6080,13972,15347
4096,228,578,4142,2648,5872,14080,15483
4112,249,568,4158,2468,5996,14040,15464
4128,239,584,4175,2524,5956,13920,15349
4112,227,583,4159,2352,6120,13992,15451
4112,226,566,4156,1836,6124,14000,15390
4112,239,574,4158,1852,6108,13940,15331
4144,206,564,4187,2052,6080,13892,15302
4144,239,582,4191,2700,5880,13984,15408
4128,213,571,4172,2168,6088,14032,15448
4112,238,575,4158,2064,6184,13936,15385
4128,247,583,4176,1968,6044,14048,15419
4144,232,570,4189,1808,6060,13908,15278
4144,218,588,4191,2368,5928,14128,15503
4144,225,593,4192,2080,6164,13932,15376
4144,247,560,4188,2128,6056,13968,15372
4112,258,579,4160,2412,5784,13964,15305
4128,238,571,4174,2324,6024,14180,15580
4128,238,592,4177,2432,6012,13964,15396
4160,231,585,4207,2084,6008,13992,15369
4128,244,594,4177,2012,6080,13952,15351
4128,257,595,4178,2352,6016,13920,15345
4128,222,571,4173,2084,6040,14100,15480
4096,229,584,4143,2548,6008,14040,15482
4128,223,575,4173,2284,6024,14184,15578
4144,228,583,4191,2064,6072,13912,15319
4144,231,580,4190,2096,6040,13948,15343
4112,240,593,4161,2324,5848,13988,15338
4144,254,563,4189,2036,6044,13888,15282
4112,229,574,4158,2592,5928,14092,15506
4144,239,572,4190,2016,6148,14092,15506
4112,227,581,4159,1928,6112,13936,15339
4128,237,563,4172,2416,5940,13972,15373
4096,238,601,4146,1868,6076,14136,15499
4128,249,576,4175,2236,5944,14048,15416
4128,244,571,4174,1928,6020,13992,15353
4128,229,607,4178,2432,5940,13976,15379
4128,228,592,4176,2220,6080,13972,15398
4096,232,579,4143,1872,6212,13984,15415
4128,223,583,4174,2048,5940,13980,15327
4144,248,588,4192,2124,6088,14000,15413
4176,242,575,4222,1992,6024,13844,15228
4144,234,581,4191,2160,5980,14016,15390
4144,223,590,4191,2552,5928,13980,15397
4144,240,577,4190,2124,5964,13928,15299
4128,238,572,4174,1964,6228,13980,15430
4144,232,582,4191,2136,5920,13868,15229
4128,220,592,4176,2132,6196,13992,15450
4112,234,600,4162,1928,6064,13980,15360
4112,229,582,4159,2384,5820,13976,15325
4112,231,570,4157,2556,5920,13936,15355
4128,244,594,4177,2524,5888,13924,15326
4128,223,592,4176,2400,5900,14028,15406
4128,235,581,4175,2104,5992,14072,15438
4096,233,556,4140,2248,5904,13788,15166
4112,241,557,4156,1968,5996,13928,15290
4128,241,587,4176,1908,6112,13884,15289
4160,224,586,4207,2472,6016,14008,15444
4112,231,579,4158,1920,6012,14024,15378
4112,72,628,4160,2676,6344,14364,15928
4112,835,435,4218,2360,5704,13704,15030
4144,463,88,4170,2484,5920,14116,15507
4144,19,801,4220,2356,5936,14080,15460
4128,199,689,4189,1876,6028,13960,15321
4128,223,679,4189,1916,6072,14056,15430
4160,205,588,4206,2348,6000,13964,15378
4096,173,784,4173,2284,5868,14048,15394
4080,222,480,4114,2788,6352,13952,15581
4112,239,547,4155,2288,5996,13920,15328
4128,224,593,4176,2368,5876,14092,15450
4096,234,622,4149,2512,5860,13936,15325
4112,304,1276,4316,1488,5988,13560,14897
4128,268,391,4155,2392,5908,14100,15473
4128,232,548,4170,2240,5908,14004,15363
4096,209,505,4132,2192,5928,13928,15294
4128,347,213,4148,2428,5880,13892,15279
4144,174,794,4222,2428,6028,14112,15536
4096,344,5341,6739,1748,5964,14048,15361
4128,305,1439,4382,1480,5840,13820,15076
4096,225,94,4103,1720,5968,14008,15323
4112,316,974,4237,1672,6032,14088,15415
4128,194,1779,4499,1732,5848,14064,15329
4096,153,2387,4743,1880,6000,13648,15026
4096,239,1260,4292,1440,5872,13804,15069
4128,262,636,4184,2180,5912,14204,15538
4096,236,551,4139,1544,6120,14128,15473
4096,250,787,4178,1480,6140,14016,15373
4128,236,122,4136,1736,6136,14228,15591
4096,303,925,4210,2664,5564,14484,15742
4096,174,1737,4452,1688,6032,14044,15377
4080,249,2252,4666,2280,5304,13960,15106
4112,283,437,4144,2560,5920,14188,15585
4128,219,605,4177,2328,5968,13908,15312
4128,240,572,4174,1740,6052,14068,15413
4096,238,590,4145,2336,5960,14056,15445
4128,234,554,4171,2048,5960,13848,15214
4128,241,577,4175,2400,5948,14068,15461
4144,220,572,4189,2428,6028,13960,15398
4128,237,654,4186,1816,6072,13856,15236
4096,218,572,4141,2288,5920,13968,15342
4128,213,527,4166,2112,6072,14008,15412
4128,254,587,4177,2480,6012,13956,15396
4128,234,596,4177,2228,6048,13924,15343
4128,239,599,4178,2400,5904,14104,15477
4096,234,568,4141,1764,6148,13984,15377
4128,243,583,4176,1984,5928,14016,15346
4096,235,585,4144,2412,5936,13940,15342
4096,221,569,4141,2404,5976,14036,15443
4112,223,579,4158,2176,6040,13980,15383
4128,216,541,4168,2184,6048,14108,15504
4144,239,605,4194,2072,6140,14044,15466
4112,225,566,4156,1784,6104,13964,15343
4096,233,600,4146,2352,6052,14032,15461
4096,235,584,4144,2016,6072,13936,15334
4096,255,567,4142,2268,5948,14008,15386
4144,227,604,4193,2100,6068,13896,15307
4144,221,580,4190,2284,5876,13956,15313
4144,245,574,4190,2308,5944,14204,15569
4144,230,581,4190,1860,6076,14060,15429
4096,243,605,4147,2048,6064,14024,15415
4096,223,606,4146,2252,6076,13728,15180
4096,238,582,4143,2320,6044,14080,15497
4096,234,575,4142,1868,6228,13976,15414
4128,238,604,4178,2056,6148,14080,15500
