gx,gy,gz,grms,ax,ay,az,arms
2624,210,804,2752,1148,21780,3868,22150
2640,770,220,2758,1604,22380,3764,22750
2608,472,392,2679,936,21472,3664,21802
2592,862,2077,3431,224,20296,2556,20457
2624,5797,1049,6449,1128,22392,4464,22860
2624,1461,958,3152,796,22140,5244,22766
2656,1313,1449,3298,1072,20828,3976,21231
2592,10552,5837,12334,1384,19384,2860,19642
2640,2872,13854,14392,5820,19828,8684,22415
2672,14359,9497,17421,4960,19136,8748,21617
2624,13572,4207,14449,5324,18652,10168,21900
2640,6492,8974,11386,4140,17728,12956,22344
2608,9588,2636,10280,4656,15844,14440,21936
2608,9333,6012,11403,3272,18364,14168,23423
2608,2307,1101,3651,3832,15896,17468,23926
2640,551,358,2720,3764,15504,16172,22717
2608,398,3149,4108,2840,15524,14920,21717
2624,12440,1768,12836,2380,16664,14020,21906
2656,7341,8066,11225,2628,16532,13944,21786
2576,6795,14507,16225,4700,18036,10012,21157
2576,670,18647,18836,14172,21612,9676,27596
2608,1567,29784,29939,9264,17300,1344,19670
2592,6478,4201,8144,9772,18772,1600,21223
2592,58,8594,8976,10732,17276,228,20339
2592,2,5810,6361,9260,18232,1356,20493
2608,8380,10350,13570,9552,17916,4724,20845
2640,13601,11642,18096,8980,16448,6368,19792
2608,8265,30288,31503,7000,14256,5888,16938
2592,9842,14343,17587,5192,11704,11960,17520
2608,7554,11440,13954,3980,8932,15636,18441
2560,10780,9663,14701,3000,8660,13252,16112
2576,3136,1721,4408,2792,8512,12620,15476
2624,290,29,2640,1988,7564,12492,14738
2576,2808,3804,5384,1684,5948,13976,15282
2624,555,478,2724,1980,4120,14320,15031
2592,586,1674,3140,212,2644,14288,14532
2592,1626,260,3070,156,4224,14340,14949
2608,9449,11012,14742,3452,5524,8616,10801
2592,756,651,2777,2060,6524,13844,15442
2576,848,731,2808,2376,6652,13976,15659
2576,666,833,2788,1220,5792,13884,15093
2608,3344,2246,4798,3284,4668,16236,17209
2592,2844,407,3869,1432,5972,13860,15159
2608,375,650,2713,1912,6296,13824,15310
2592,2117,916,3469,1756,6388,14064,15546
2608,1324,1158,3145,2596,6580,13480,15223
2592,527,270,2658,1580,6096,14048,15394
2560,3370,12199,12912,5532,6132,11944,14521
2624,11445,28298,30637,2720,4928,13960,15052
2576,6089,7123,9718,3360,7540,10140,13075
2608,7343,830,7836,1256,4348,14452,15144
2592,15084,30499,-31413,2168,6508,6960,9772
2592,10139,3633,11077,5304,9704,14748,18433
2608,2427,2380,4284,8848,11220,11324,18232
2592,5633,2072,6537,5548,13476,10832,18158
2592,2711,16346,16770,6700,9116,11820,16361
2592,5030,32767,-32284,10604,8120,6728,14954
2592,8205,28281,29561,12564,10080,80,16107
2608,3295,1304,4399,16028,9360,3488,18885
2576,9290,9821,13761,16528,10428,4920,20152
2576,12073,8117,14774,17060,6236,6648,19342
2592,6117,15102,16498,14240,6276,10952,19029
2560,10229,1083,10599,13868,6192,13444,20283
2592,3865,11524,12428,14500,2528,14208,20457
2592,13715,12983,19062,14960,4308,8468,17721
2592,271,1911,3231,14564,5492,9196,18078
2592,237,507,2651,14604,5664,9572,18357
2640,266,805,2772,14668,5468,9568,18346
2560,487,956,2775,14676,5624,9420,18323
2576,230,479,2630,14732,5532,9360,18309
2576,258,623,2662,14640,5668,9296,18244
2592,330,829,2741,14804,5548,9396,18390
2592,219,486,2646,14760,5788,9524,18495
2608,242,222,2628,14612,5612,9236,18174
2608,232,726,2717,14772,5636,9292,18338
2592,244,736,2705,14752,5496,9160,18213
2608,242,736,2720,14716,5500,9372,18293
2560,277,878,2720,14692,5608,9248,18243
2608,227,583,2681,14688,5556,9388,18295
2592,227,665,2685,14760,5508,9420,18355
2592,611,746,2765,14840,5400,9388,18371
2592,227,541,2657,14760,5648,9272,18322
2576,234,587,2652,14736,5500,9272,18258
2608,226,568,2678,14780,5640,9356,18379
2576,218,657,2667,14856,5568,9164,18321
2592,219,702,2694,14664,5604,9308,18250
2576,211,598,2652,14724,5628,9268,18285
2608,240,521,2670,14736,5504,9240,18243
2608,214,500,2664,14736,5536,9152,18208
2592,222,641,2679,14716,5648,9176,18238
2624,237,483,2678,14644,5616,9220,18193
2624,205,667,2715,14744,5556,9180,18235
2560,240,630,2647,14732,5668,9144,18242
2576,210,806,2707,14732,5580,9196,18241
2608,219,594,2683,14792,5596,9092,18242
2576,211,701,2678,14836,5556,9112,18275
2592,220,645,2680,14740,5632,9368,18350
2592,228,435,2638,14588,5600,9088,18076
2592,210,727,2700,14768,5716,9304,18366
2576,237,688,2676,14812,5632,9280,18363
2608,232,577,2681,14692,5620,9432,18341
2608,214,673,2701,14816,5632,9288,18371
2592,239,699,2695,14768,5540,9284,18302
2592,211,654,2681,14752,5616,9336,18339
2576,232,475,2629,14776,5628,9300,18343
2608,215,600,2684,14776,5540,9144,18238
2608,233,489,2663,14416,5504,9448,18093
2608,150,659,2694,12540,5044,8568,16003
2624,244,702,2727,14936,5532,9340,18464
2624,212,628,2706,14572,5492,9300,18138
2592,205,653,2680,14792,5448,9112,18207
2608,217,741,2719,14780,5620,9192,18290
