  3344,   323,   556,  3405,   636, 19312, 12404, 22961
  3344,   243,   533,  3394,    32, 19120, 12476, 22830
  3328,   108,   554,  3375,    28, 19208, 12168, 22737
  3344,   275,   632,  3414,   404, 19392, 12164, 22894
  3296,    19,   543,  3340,    28, 19148, 11944, 22567
  3344,   624,   730,  3479,   116, 19228, 12248, 22797
  3296,   355,   720,  3392,   172, 18968, 12252, 22581
  3328,   294,   729,  3419,    88, 19080, 12128, 22608
  3312,   168,   610,  3371,   448, 19312, 12292, 22896
  3328,   223,   599,  3388,   776, 19292, 12276, 22879
  3328,   281,   622,  3397,   320, 19328, 12128, 22820
  3344,   484,   786,  3469,   220, 19116, 12064, 22605
  3328,   237,   536,  3379,   232, 19160, 12256, 22745
  3344,   446,   433,  3401,   196, 18936, 12108, 22476
  3328,   238,   233,  3344,   104, 18516, 12240, 22196
  3344,  1194,   392,  3572,   816, 19996, 11504, 23083
  3312,  1418,  2170,  4205,  1592, 18204, 13732, 22857
  3296,   121,  1752,  3734,   704, 18880, 13308, 23109
  3312,   767,   422,  3425,   348, 18848, 12692, 22725
  3328,   146,  1267,  3564,   700, 19516, 11772, 22802
  3296,   175,   922,  3426,   188, 18864, 12556, 22661
  3328,  1368,  1320,  3832,   264, 18720, 12832, 22697
  3312,   909,  1170,  3628,   128, 18596, 13164, 22784
  3296,  1099,   526,  3513,   124, 18584, 12836, 22586
  3296,   132,  1707,  3714,   908, 18756, 12316, 22456
  3312,   684,   914,  3503,   120, 18740, 12708, 22642
  3312,   365,    63,  3332,   208, 20644, 12796, 24289
  3312,   696,  2327,  4107,   600, 19208, 12628, 22995
  3328,   352,   576,  3395,   492, 21124, 16036, 26525
  3296,  1029,   714,  3525,  2052, 18080, 12744, 22215
  3312,   695,  1462,  3686,  2068, 17464, 13284, 22039
  3312,  1878,    34,  3807,  2276, 18708, 13376, 23110
  3312,   813,   166,  3414,  2284, 18384, 12908, 22578
  3328,  1195,   276,  3546,  2700, 17980, 13148, 22437
  3296,   106,   174,  3302,  1868, 18668, 13200, 22939
  3328,   811,  2425,  4196,  2588, 19696, 13968, 24284
  3296,    22,  1306,  3545,  2044, 19288, 14536, 24238
  3280,   130,  1022,  3437,  2624, 16492, 13752, 21633
  3280,   479,  1136,  3504,  2912, 16220, 13912, 21566
  3312,   672,   695,  3450,  2176, 18376, 13504, 22907
  3280,  1356,   528,  3588,  2972, 16184, 14408, 21871
  3296,   886,  1164,  3606,  2688, 17496, 13440, 22225
  3280,    93,   582,  3332,  2712, 20228, 12332, 23845
  3296,   375,   677,  3385,  2156, 18428, 12776, 22526
  3312,  1867,  2425,  4509,  2544, 17988, 13360, 22550
  3296,   410,   223,  3328,  3088, 16932, 14516, 22515
  3264,   343,   940,  3413,  2908, 18148, 13668, 22904
  3280,  1359,  2192,  4172,  2332, 18344, 13336, 22798
  3264,   398,  1254,  3519,  2180, 19436, 13124, 23553
  3280,   146,  2235,  3971,  3048, 18156, 13076, 22581
  3280,  2078,  2741,  4752,  2972, 19784, 12828, 23765
  3280,   768,   297,  3381,  2064, 17752, 13260, 22253
  3312,   390,  1598,  3697,  4612, 18212, 15304, 24231
  3280,   743,   754,  3446,  2660, 17824, 13480, 22505
  3280,  1030,   349,  3455,   340, 18972, 14096, 23637
  3280,    51,  1541,  3624,  3980, 19252, 15068, 24769
  3248,   374,   907,  3392,  1052, 16612, 13600, 21494
  3296,  1624,    72,  3675,  2604, 17792, 13740, 22630
  3248,   220,   323,  3271,  2736, 17788, 14236, 22946
  3264,    84,   295,  3278,  1728, 18572, 13188, 22843
  3264,   420,    94,  3292,  2620, 17812, 13752, 22655
  3264,    84,  1420,  3560,  3132, 16816, 15000, 22750
  3280,   644,  1362,  3609,  2020, 16572, 13692, 21591
  3280,   661,   981,  3486,  3084, 17712, 13792, 22659
  3264,   654,  1172,  3529,  3004, 18312, 14036, 23267
  3248,   368,   272,  3280,  2992, 17640, 14040, 22742
  3296,   770,   913,  3505,  2504, 18252, 13804, 23020
  3248,   650,  3106,  4540,  3896, 16244, 13684, 21593
  3280,  1221,  1929,  3996,  2576, 18480, 12900, 22683
  3264,  2567,   335,  4165,  2080, 17388, 13812, 22303
  3264,   539,   776,  3397,  2624, 18216, 13388, 22758
  3248,  1158,   148,  3451,  2248, 15988, 14896, 21967
  3232,   435,   467,  3294,  3620, 17712, 14404, 23114
  3232,  2036,   576,  3863,   332, 25944,  5156, 26453
  3248,   349,  1653,  3661,  2768, 15720, 13196, 20710
  3248,  1452,  1870,  4019,  1384, 17740, 13128, 22112
  3264,   504,   421,  3329,  2740, 17856, 14068, 22896
  3248,   418,   316,  3289,  1900, 16732, 14176, 22012
  3264,   132,     3,  3266,  3216, 17412, 13924, 22525
  3264,    58,   395,  3288,  2504, 17692, 14128, 22778
  3264,  1635,  2406,  4372,  3496, 16324, 14520, 22125
  3248,   693,   690,  3392,  2412, 16920, 13088, 21526
  3232,   686,   645,  3366,  2620, 17872, 14088, 22907
  3248,   140,   524,  3292,  2392, 17940, 13596, 22636
  3248,   863,  1472,  3668,  1808, 17808, 12940, 22087
  3264,   895,  1810,  3838,  3544, 17828, 15032, 23587
  3216,  1206,  1734,  3847,  1028, 18096, 13640, 22684
  3200,  1639,  1502,  3896,  2316, 17928, 13068, 22305
  3216,    21,   844,  3324,  2856, 18276, 14192, 23314
  3248,   246,   547,  3302,  2452, 17404, 14108, 22537
  3248,    55,   915,  3374,  1468, 18488, 13260, 22798
  3248,   216,   279,  3267,  2068, 17872, 13488, 22485
  3216,   964,  1798,  3808,  2708, 18808, 13484, 23300
  3200,   581,  1029,  3411,  1596, 16688, 13324, 21414
  3264,   761,  1245,  3575,  2140, 18312, 13632, 22929
  3216,   554,   740,  3346,  1856, 17732, 13196, 22181
  3216,   224,   857,  3335,  2704, 17624, 13864, 22586
  3216,   638,   578,  3329,  2428, 18032, 13556, 22689
  3232,   383,  1588,  3621,  3052, 17712, 15168, 23518
  3184,   760,  1478,  3591,  2536, 19336, 12956, 23413
  3216,   560,   682,  3334,  2104, 17848, 13768, 22639
  3216,  1832,   931,  3816,  2216, 17644, 13424, 22280
  3216,  1300,   456,  3498,  1388, 17924, 13876, 22709
  3200,    31,  1983,  3764,  3256, 17264, 14872, 23017
  3184,   450,   211,  3222,   812, 15428, 13392, 20445
  3184,  2754,  2106,  4707,  2664, 16020, 13736, 21270
  3200,    26,  1875,  3708,  2400, 18096, 14228, 23144
  3200,  1121,  2105,  3990,   420, 18276, 12920, 22385
  3184,   552,   153,  3235,  2088, 18692, 13776, 23313
  3184,   245,   923,  3324,  2180, 18360, 13192, 22712
  3216,  1150,   929,  3539,  2512, 17364, 14052, 22478
  3200,  1000,    23,  3352,  1932, 18092, 13568, 22696
  3248,   124,  1070,  3421,  2172, 18316, 13092, 22618
  3200,   810,   140,  3303,  2252, 17268, 14400, 22596
  3200,   256,  1587,  3581,  2008, 19248, 12756, 23178
  3216,   248,   656,  3291,  2380, 19144, 13156, 23350
  3200,    28,   498,  3238,  1240, 17852, 13720, 22549
  3168,   704,  1226,  3469,  2420, 18260, 13096, 22600
  3216,   223,   694,  3297,  2396, 18652, 13296, 23030
  3168,   270,   888,  3301,  2776, 17416, 13960, 22492
  3200,   113,   445,  3232,  2000, 18688, 12820, 22750
  3168,  1521,  1872,  3981,  2460, 18324, 13908, 23135
  3248,   209,  1172,  3459,  1016, 18128, 13084, 22379
  3184,   477,   636,  3281,  1688, 18588, 13160, 22837
  3184,   679,   478,  3290,  2324, 18296, 13132, 22640
  3184,    28,   486,  3220,  1632, 17832, 14184, 22843
  3168,  1527,   951,  3643,  1392, 17116, 13352, 21752
  3184,   771,   293,  3289,  2932, 19452, 12936, 23543
  3152,  1112,  2246,  4026,  2500, 17844, 13532, 22533
  3200,   291,   588,  3266,  1476, 18216, 12764, 22291
  3184,   668,  1087,  3430,  2012, 18024, 13044, 22339
  3168,   325,   417,  3211,  2108, 18820, 13276, 23127
  3184,   466,    97,  3219,  1676, 18672, 12432, 22494
  3184,   895,  1045,  3468,  2080, 19268, 12772, 23210
  3152,   695,   153,  3231,  1088, 17864, 13232, 22257
  3184,   396,  2036,  3799,  1784, 18912, 14428, 23854
  3168,   353,   487,  3224,  1656, 18140, 13600, 22732
  3184,   335,    94,  3202,   700, 18252, 12952, 22391
  3152,   246,   505,  3201,  1736, 18728, 13148, 22948
  3168,  2413,  1535,  4267,  1624, 17644, 13396, 22212
  3152,   216,   631,  3221,  1628, 19156, 12868, 23134
  3152,   530,  1396,  3487,  2032, 18612, 13472, 23065
  3168,   399,   610,  3250,  2044, 17280, 13568, 22065
  3168,  1415,   302,  3482,  1344, 18064, 13048, 22324
  3152,   188,   226,  3165,  1860, 17408, 13132, 21884
  3152,   837,   140,  3264,  1492, 17112, 13044, 21568
  3168,   259,   871,  3295,  1264, 18276, 12888, 22398
  3136,  1859,  2826,  4612,  3600, 20160, 13800, 24694
  3152,  1055,   906,  3445,   980, 18148, 12296, 21943
  3136,   246,   115,  3147,  2400, 18520, 13904, 23282
  3152,    62,   452,  3184,  1492, 18188, 12940, 22371
  3152,   383,   314,  3190,  1360, 18724, 11832, 22190
  3120,   747,   937,  3342,  2540, 20048, 12860, 23953
  3152,   805,  1779,  3707,  1848, 20444, 12660, 24117
  3152,  1975,  1547,  4028,  1188, 17756, 12552, 21777
  3152,   355,   503,  3211,  2048, 18768, 13008, 22926
  3152,   526,   697,  3270,  1908, 16924, 14056, 22082
  3136,   646,   639,  3264,   464, 19588, 12516, 23249
  3120,  1288,  2225,  4042,  2844, 18228, 13512, 22867
  3120,   725,  1419,  3503,  1384, 18616, 12780, 22622
  3120,  1279,   709,  3445,   864, 17724, 12628, 21779
  3120,   135,   843,  3234,  1928, 18384, 13644, 22974
  3088,   199,  1014,  3256,  2564, 18196, 13364, 22721
  3104,  1150,   502,  3348,  1848, 19552, 12628, 23348
  3136,  1530,  3095,  4664,  1300, 21072, 12288, 24427
  3104,    70,  1328,  3376,  1164, 17140, 13508, 21854
  3136,   524,   500,  3218,  1176, 18580, 12688, 22529
  3136,    10,   573,  3187,  1684, 18656, 13280, 22961
  3136,  2130,  2103,  4335,    56, 18540, 11940, 22052
  3136,   242,    43,  3145,  1772, 18764, 12824, 22796
  3104,   437,  1373,  3422,  1948, 19160, 12544, 22983
  3088,   205,   563,  3145,  2080, 17204, 13552, 21999
  3120,   649,   492,  3224,  1904, 18436, 13600, 22988
  3120,   828,   674,  3297,   996, 17364, 13188, 21827
  3120,  1144,   361,  3342,  1380, 18256, 12552, 22197
  3120,   239,   224,  3137,  2300, 18756, 12640, 22734
  3136,   477,  1690,  3594,  2660, 19908, 13228, 24049
  3088,   503,   492,  3167,  1356, 17568, 12484, 21594
  3120,     2,   744,  3207,  2176, 19140, 13204, 23354
  3104,   819,   659,  3277,  1020, 17772, 13328, 22237
  3104,   741,   344,  3209,  1836, 18768, 12208, 22464
  3088,   351,  1015,  3269,  1216, 18284, 12540, 22204
  3120,   401,   833,  3254,  1652, 18480, 12720, 22495
  3072,   101,   405,  3100,  2200, 18308, 13480, 22841
  3072,   918,   336,  3223,  1856, 18636, 12300, 22406
  3120,   777,  1445,  3525,  1780, 18384, 12908, 22533
