gx,gy,gz,grms,ax,ay,az,arms
3696,940,214,3819,1724,19160,9976,21670
3712,441,237,3745,1736,21392,11400,24302
3696,902,711,3870,1692,19216,10620,22020
3696,399,1126,3884,1444,20500,11276,23441
3680,333,620,3746,1584,19448,10992,22395
3664,1022,806,3888,1804,19944,11020,22857
3712,426,1706,4107,920,20028,10836,22790
3680,157,553,3724,2064,21564,11388,24473
3680,399,704,3767,584,19940,10760,22665
3680,350,212,3702,1716,20628,10816,23354
3712,222,1301,3939,1012,19660,10620,22367
3712,467,1316,3965,1204,20240,10788,22967
3712,1032,464,3880,1444,20064,10100,22509
3664,417,1575,4009,1680,20724,11044,23543
3680,756,795,3840,1096,20068,10492,22671
3680,816,653,3825,1196,19496,10176,22024
3680,169,1459,3962,1608,20000,11104,22932
3680,127,648,3738,840,20052,11072,22921
3696,205,621,3753,1324,19716,11024,22627
3664,950,152,3788,2516,22232,10672,24788
3664,851,982,3887,2020,20220,10892,23055
3696,97,493,3729,1200,20220,10644,22881
3680,244,126,3690,1108,20096,10608,22750
3680,491,706,3779,1472,19692,11272,22737
3680,103,289,3692,1792,19612,11172,22641
3680,160,1261,3893,1188,20252,11420,23280
3712,750,674,3846,1176,19896,10900,22716
3744,435,307,3781,1416,19936,11296,22957
3696,318,723,3779,1476,19632,10776,22443
3680,46,1122,3847,1404,19876,11236,22875
3648,507,72,3683,1120,20016,10916,22826
3712,733,1078,3934,932,19540,10972,22429
3712,36,819,3801,1648,20092,10560,22757
3680,34,979,3808,1184,19864,10784,22633
3712,298,780,3804,1536,19968,10836,22770
3728,684,426,3814,1760,20068,11260,23078
3696,90,1774,4100,1900,19404,10944,22358
3696,2885,1614,4958,1744,20068,9936,22460
3680,1019,1817,4228,2656,20092,11400,23253
3712,427,1049,3880,2016,19548,11228,22633
3664,412,1535,3993,1480,18880,10536,21671
3696,385,186,3720,1648,19924,11132,22882
3696,179,427,3724,2204,20168,10840,23002
3680,137,759,3759,2056,19584,11060,22585
3696,91,1127,3865,1356,17100,10432,20076
3696,314,1363,3951,1896,20140,11236,23140
3664,379,191,3688,1724,19572,10880,22459
3664,1101,1622,4155,1904,19168,11184,22273
3696,256,726,3775,1888,19528,11020,22502
3696,311,1061,3857,1952,19396,10840,22305
3664,567,537,3746,1264,19620,10920,22489
3664,232,267,3681,2416,20284,11364,23375
3664,692,492,3761,1472,19512,11140,22516
3664,245,1263,3883,2068,18884,11304,22105
3664,323,802,3764,1416,19148,11368,22313
3648,476,954,3800,1032,19160,11172,22203
3680,1532,1196,4161,2404,19280,10764,22211
3696,1224,1236,4084,2312,19916,11412,23070
3664,305,695,3741,1776,19556,11604,22808
3648,252,1223,3855,1852,19760,11264,22820
3664,87,773,3745,1544,19392,11284,22489
3664,51,460,3693,2140,19184,11204,22318
3648,258,472,3687,2248,19364,11112,22438
3648,726,536,3757,964,19756,11576,22917
3696,21,933,3812,1860,19720,11592,22950
3648,306,1980,4161,1732,19628,11328,22728
3664,586,310,3723,2056,19760,11412,22911
3664,979,114,3794,1660,20116,11608,23284
3664,121,1603,4001,1312,19248,11608,22515
3664,213,459,3698,1232,19600,11364,22689
3648,296,463,3689,1948,19400,11464,22618
3680,692,1902,4199,1384,19444,11392,22577
3680,39,959,3803,1020,19700,11464,22815
3632,35,1150,3809,1452,20000,11780,23256
3632,570,449,3703,1392,19404,11132,22413
3680,822,134,3773,1444,19456,11096,22444
3680,1261,244,3897,1724,19956,11640,23166
3664,913,958,3895,1696,19280,11272,22397
3648,221,760,3732,1700,19696,11160,22701
3632,240,494,3673,1400,19896,11032,22792
3664,59,115,3666,1688,20188,11104,23102
3648,384,1205,3861,2312,19976,10804,22827
3680,751,1151,3928,2500,19796,10828,22701
3680,91,1003,3815,2524,20864,10848,23650
3648,588,748,3770,2084,20560,10932,23378
3648,1391,1915,4348,1552,18604,10436,21387
3632,589,833,3772,2132,19140,11312,22334
3632,798,119,3720,2740,19584,10956,22606
3648,374,502,3701,1924,19980,10976,22877
3632,327,93,3647,1896,20276,11396,23336
3680,786,16,3763,1784,19616,11188,22652
3616,257,635,3680,1416,19080,11436,22289
3616,217,1862,4073,1568,18664,11096,21769
3648,67,316,3662,1892,20356,11640,23525
3616,1733,305,4021,2688,19200,11196,22387
3664,446,534,3729,2084,20504,10564,23159
3616,295,241,3636,2348,20208,11044,23148
3664,1042,769,3886,2696,19400,11264,22594
3632,162,140,3638,496,19208,12528,22937
3648,326,1479,3949,1668,19556,11064,22530
3632,813,1061,3870,1948,20344,10688,23063
3616,562,741,3733,2308,19928,10476,22631
3632,563,1687,4044,1828,20264,10856,23061
3600,368,131,3621,1968,19536,11208,22608
3648,1808,1621,4382,584,19408,11256,22443
3632,1730,171,4026,2856,20296,10664,23104
3632,1141,359,3823,1056,19344,10932,22244
3632,1284,1080,4000,1588,19324,12412,23021
3632,448,20,3659,1600,19116,12324,22800
3616,37,84,3617,2012,19544,12260,23158
3616,163,1238,3825,928,19132,12432,22835
3632,137,919,3748,2132,20368,12532,24009
3648,559,948,3810,2244,18588,11852,22158
3632,916,989,3874,1660,19576,12072,23058
3632,424,1585,3985,1164,18616,11568,21948
3648,619,434,3725,1552,19312,11716,22641
3632,238,1089,3799,2128,19740,12448,23433
3648,1022,514,3823,1824,19180,12028,22712
3600,580,483,3678,1968,19492,11756,22847
3648,240,724,3726,1324,19040,11652,22361
3616,428,435,3667,1508,19184,12180,22773
3616,1839,1119,4208,2152,19296,11032,22330
3616,103,884,3723,1020,19916,12276,23417
3632,1180,1082,3969,1184,18936,11240,22052
3616,428,45,3641,448,19072,11468,22258
3616,1145,2463,4522,1132,20180,12152,23583
3648,176,248,3660,1340,19980,12344,23523
3616,65,688,3681,1348,18188,11432,21524
3616,736,1221,3886,32,18788,11776,22173
3648,130,300,3662,36,19196,12300,22798
3632,307,1484,3935,204,19348,11268,22390
3616,420,727,3712,580,19552,12128,23015
3632,930,150,3752,208,19464,11344,22529
3648,1365,433,3919,408,19312,11828,22649
3648,179,1749,4049,312,19728,12008,23097
3600,224,871,3710,8,17752,11476,21138
3600,603,494,3683,1264,19020,12032,22541
3616,1094,645,3832,668,20188,11772,23379
3632,271,454,3670,100,18428,11972,21975
3616,573,96,3662,456,18960,12116,22505
3616,54,1049,3765,152,19272,11352,22367
3600,599,186,3654,352,19248,11004,22174
3600,387,232,3628,484,19868,11808,23117
3632,222,1693,4013,400,18168,11524,21518
3600,1744,279,4009,556,20616,11500,23613
3616,484,933,3765,228,17076,11272,20462
3600,1393,418,3882,84,19412,11532,22579
3632,1024,639,3827,320,18140,12036,21772
3632,378,179,3656,984,20084,11132,22983
3616,6076,681,7103,996,18476,10472,21260
3616,5947,310,6966,212,20956,12212,24255
3600,711,1581,3995,952,18612,11288,21788
3600,799,695,3752,272,21228,12308,24539
3648,1706,873,4120,176,17968,11744,21466
3600,845,543,3737,532,19100,12096,22614
3600,65,1160,3782,440,19444,12096,22903
3600,844,892,3803,24,19556,12296,23100
3632,575,672,3738,104,18316,12224,22020
3600,324,619,3667,340,19228,12140,22742
3600,223,1099,3770,272,19368,12044,22809
3600,308,374,3632,504,18168,11764,21649
3600,424,204,3630,216,19336,12548,23051
3616,1168,371,3818,120,19364,11428,22485
3616,40,101,3617,300,20172,11688,23315
3600,462,1408,3893,88,19252,11500,22425
3616,907,2013,4236,80,18924,12204,22518
3584,556,912,3739,976,19180,11940,22613
3616,770,498,3730,308,20032,11640,23170
3584,935,1805,4120,828,18788,11936,22274
3616,568,776,3741,12,19392,11988,22798
3568,115,704,3638,64,19784,12260,23274
3616,92,1100,3780,1096,18940,11952,22422
3600,603,2366,4349,68,17504,11820,21121
3584,434,823,3702,788,19680,12208,23172
3600,506,1597,3970,12,19692,11844,22979
3616,190,476,3652,56,19448,12832,23299
3584,882,1758,4088,272,19484,11904,22834
3616,367,1154,3813,452,18628,12132,22234
3616,17,580,3662,496,19544,11444,22653
3600,535,253,3648,16,19616,12716,23377
3600,692,453,3693,556,18856,12400,22574
3584,127,2265,4241,768,18756,12708,22668
3568,63,434,3594,1324,18604,11716,22025
3568,300,3294,4865,724,19140,11968,22585
3632,1094,351,3809,536,19152,11872,22539
3600,749,1311,3903,988,18924,12060,22461
3568,596,1781,4032,1492,20152,12284,23647
3616,1830,2239,4630,1072,18772,11332,21953
3568,518,1978,4112,2044,18956,12480,22787
3616,226,2894,4636,1984,19268,11284,22416
3568,321,1378,3838,1064,19656,12220,23169
3632,1470,1292,4125,1936,18680,12084,22331
3616,536,108,3657,1004,19472,11664,22720
3584,2624,982,4549,2952,19636,11540,22966
3584,3485,3577,6146,1656,18908,12668,22819
3600,586,260,3656,896,18156,13740,22786
3600,2256,1327,4450,1068,18732,13312,23005
3600,1758,3035,5026,2412,19824,11640,23114
3584,720,507,3690,1492,19052,12488,22828
3616,680,302,3691,1780,17812,12200,21662
3600,331,427,3640,1288,18900,12248,22558
3584,128,816,3677,2108,18676,12184,22398
3584,117,479,3617,1568,19256,12200,22849
3600,801,578,3733,2492,19304,12620,23197
3568,177,407,3595,1616,19420,12172,22976
3568,214,1499,3876,1844,18464,12784,22533
3600,110,1075,3758,1376,18844,12424,22612
3568,219,918,3690,2340,19140,11552,22478
3600,608,663,3710,2116,20032,12152,23525
3568,641,795,3711,1588,19128,11932,22600
3584,92,81,3586,1384,18788,11688,22170
3584,268,1625,3944,2572,19116,12000,22716
3584,230,499,3625,1844,19016,11792,22451
3568,186,389,3593,1536,19776,11708,23033
3552,86,732,3627,1824,19616,11736,22931
3552,283,24,3563,1820,19420,11672,22730
3568,37,418,3592,1800,18956,11396,22190
3568,392,1664,3956,2200,19124,11476,22411
3600,1264,154,3818,1760,19552,11492,22747
3568,114,439,3596,1708,20036,12424,23637
3568,807,794,3743,2084,19128,12140,22750
3584,1541,281,3911,2128,19244,11728,22636
3568,783,1123,3821,2036,19252,12016,22785
3568,185,1702,3957,1788,18928,11720,22334
3536,247,112,3546,1500,19568,12132,23072
3584,487,953,3740,2204,19868,11968,23298
3584,12,336,3599,2124,19600,12132,23148
3584,93,135,3587,1632,19576,11344,22684
3568,143,632,3626,1392,19060,11776,22447
3552,300,152,3567,2072,19788,11884,23175
3568,641,488,3657,1880,20740,12420,24247
3568,690,1536,3945,2136,19060,11684,22458
3552,107,531,3593,1960,19464,12228,23069
3584,530,2962,4679,2132,19348,11608,22663
3536,459,138,3568,1192,19496,11632,22733
3568,475,28,3599,2528,19368,11664,22749
3552,301,624,3618,1076,19284,12024,22750
3584,366,825,3695,1304,19184,12748,23070
3568,387,940,3709,1600,19380,11824,22758
3600,142,127,3605,1736,19888,11712,23145
3568,174,578,3618,1676,19632,11728,22929
3568,644,17,3625,1520,19524,11688,22805
3568,282,1633,3934,1796,19236,11040,22251
3568,72,556,3611,2216,19188,11632,22547
3552,564,1231,3801,896,19756,11724,22990
3568,580,1566,3939,1968,19204,11424,22431
3584,321,1644,3956,2344,20120,11680,23382
3552,930,1193,3860,1992,19476,11912,22916
3552,486,916,3700,2064,20220,11788,23496
3568,623,519,3658,1668,19308,11684,22629
3568,856,531,3707,2280,19720,11712,23048
3568,218,610,3626,1376,19484,12160,23008
3568,251,741,3652,2288,19080,11928,22617
3552,565,610,3648,1960,19860,11568,23066
3536,847,286,3647,1436,19768,12324,23339
3568,77,782,3653,2048,19180,11780,22601
3568,233,960,3702,2168,18780,12520,22674
3504,700,173,3577,1948,19240,11300,22397
3552,272,2993,4652,2528,19320,11468,22609
3536,226,83,3544,2204,19632,11120,22669
3552,153,428,3580,1400,18680,11064,21755
3520,116,527,3561,2308,19992,12796,23848
3536,259,787,3631,1192,19656,12012,23066
3552,276,3100,4722,1932,19256,11280,22400
3536,9,1102,3703,2104,19616,11540,22855
3536,296,82,3549,1980,19548,11172,22602
3552,1112,1816,4141,1504,20032,11952,23375
3536,152,405,3562,1652,19124,11012,22129
3536,11,945,3660,2128,19408,11532,22675
3536,450,408,3587,1328,19408,11740,22721
3568,881,1947,4159,1252,19280,11396,22431
3552,39,1055,3705,1864,19336,11472,22560
3520,444,220,3554,2472,19508,11584,22822
3520,319,502,3569,2408,19308,11444,22573
3536,232,1551,3868,2364,19368,11736,22769
3568,437,556,3637,1620,19456,11700,22760
3536,304,997,3686,1580,19204,11400,22388
3552,243,1090,3723,2188,19880,11944,23295
3520,949,12,3645,2716,19792,11452,23027
3536,459,1037,3713,2208,19216,11560,22533
3536,328,417,3575,2136,18928,10736,21865
3536,1111,281,3717,1848,19672,11660,22942
3504,1141,1944,4166,2780,19092,11500,22460
3536,621,84,3591,2680,18728,11224,21997
3520,117,276,3532,2740,19204,11856,22734
3552,647,348,3627,2088,19844,11216,22889
3568,148,1044,3720,2504,19436,11456,22699
3536,156,117,3541,2036,19204,11612,22533
3520,156,982,3657,2452,19272,11560,22606
3536,448,2006,4089,1812,19396,11612,22678
3520,341,970,3667,2216,19728,11136,22762
3536,604,910,3700,2540,19872,11520,23109
3520,343,346,3553,2328,19784,10976,22744
3536,2470,952,4417,2660,19248,10760,22211
3536,1846,492,4019,2960,19320,12088,22981
3520,1661,560,3932,2836,19252,11412,22559
3520,809,262,3621,2428,18556,11880,22166
3488,360,1061,3663,2664,19340,11968,22899
3536,3704,2255,5595,2020,18792,12132,22458
3520,845,123,3622,2468,18596,11836,22180
3520,507,3111,4725,2616,19248,11572,22610
3504,435,788,3617,2392,19264,11128,22375
3520,1251,715,3803,2304,19756,11276,22863
3504,801,182,3598,2984,19868,11736,23267
3536,183,4948,6084,3044,18744,12328,22640
3536,68,2282,4208,2892,19472,12140,23127
3520,382,1086,3703,2304,18904,11836,22422
3504,881,785,3697,2328,19476,11728,22853
3552,59,973,3683,2608,19160,11960,22736
3520,330,418,3560,2352,19164,12100,22785
3552,216,1406,3826,2632,19432,11580,22773
3536,266,195,3551,1804,19308,11512,22551
3536,263,58,3546,2344,19048,11568,22408
3552,341,90,3569,2376,19228,11932,22753
3504,808,380,3615,2932,19228,11720,22708
3520,105,1283,3748,2028,18700,11868,22240
3536,502,993,3706,1948,19776,12540,23497
3488,481,1115,3693,2652,19616,11652,22969
3456,175,1610,3816,1824,19040,11568,22353
3472,179,317,3491,2204,18712,11400,22021
3472,529,1598,3858,3092,19820,12036,23393
3488,132,238,3498,2196,19584,11540,22836
3520,751,2034,4134,1596,18792,11856,22276
3520,21,1778,3943,1844,20920,11916,24146
3504,221,100,3512,2400,19852,11200,22919
3536,37,912,3651,2152,19952,11364,23061
3472,200,1427,3759,2320,19420,11672,22776
3504,174,783,3594,1428,19476,11456,22640
3520,871,229,3633,1820,19208,11496,22459
3520,297,410,3556,1488,20028,11604,23194
3472,588,403,3544,1380,19500,11912,22892
3536,322,1119,3722,1832,19868,11460,23009
3504,179,925,3628,1608,19700,11352,22793
3536,533,660,3636,1364,19488,11360,22598
3488,59,296,3501,2264,19456,11916,22927
3472,289,442,3511,2216,19448,11620,22763
3488,196,695,3561,1512,19700,11108,22666
3504,359,1523,3837,2148,19096,11108,22195
3488,1052,1531,3951,1900,18648,11156,21813
3504,43,786,3591,1876,20420,11628,23573
3504,358,85,3523,2288,19356,11152,22455
3504,55,593,3554,2064,19464,11276,22588
3504,275,1160,3701,2472,19444,11344,22646
3520,238,729,3602,2420,19600,10968,22590
3456,192,346,3478,2568,19628,11184,22736
3504,367,658,3584,1868,19876,11168,22875
3504,738,1841,4026,2592,19576,10848,22530
3504,222,197,3516,1660,19652,11060,22611
3472,97,618,3527,2360,19800,11192,22866
3488,457,613,3570,1440,19528,11416,22665
3472,25,907,3588,2268,18940,10740,21890
3488,193,566,3538,2236,19884,11012,22839
3488,483,591,3570,1868,19556,11152,22589
3456,725,380,3551,1492,19312,11312,22430
3520,9,322,3534,2756,19640,11292,22821
3504,512,1118,3713,2460,19188,11412,22460
3472,122,578,3521,1976,20048,11044,22973
3488,316,1045,3654,2584,20116,11740,23434
3456,562,1349,3752,1924,19548,11688,22856
3488,311,1523,3818,2284,19388,11212,22512
3504,182,975,3641,1852,19452,11412,22628
3488,85,672,3553,2412,19812,11340,22954
3472,59,731,3548,2908,19448,11192,22626
3488,119,559,3534,2760,19164,11256,22395
3440,625,58,3496,2640,19640,11268,22796
3520,43,584,3568,2048,19812,11716,23107
3472,377,436,3519,2248,20136,11156,23129
3472,504,505,3544,2220,17696,10816,20858
3472,188,743,3555,2576,19840,10496,22592
3440,213,127,3448,2044,19672,11092,22675
3456,216,968,3595,1560,19432,10784,22278
3472,250,779,3567,2544,19256,11144,22393
3472,298,403,3507,1652,19332,11184,22395
3472,162,201,3481,1604,20084,10852,22884
3472,45,354,3490,2548,19800,11152,22866
3440,188,610,3498,1972,19836,11080,22806
3472,185,566,3522,1396,19784,10992,22675
3488,69,687,3555,1860,19868,11232,22898
3488,472,1850,3976,1276,18572,10988,21616
3472,387,418,3518,2572,19384,10944,22408
3456,443,168,3488,2208,19944,11144,22952
3472,39,1074,3634,2264,19392,11544,22681
3472,352,329,3505,2208,20072,10804,22901
3504,74,551,3547,1096,19744,11280,22765
3472,154,555,3519,1328,19960,11668,23158
3472,685,1291,3767,1752,20976,11292,23886
3488,46,73,3489,1184,19704,11096,22644
3472,332,1442,3774,1464,20672,10872,23402
3456,194,578,3509,1316,19724,11116,22678
3472,585,426,3546,880,20404,10716,23063
3456,664,655,3579,820,20032,10784,22765
3472,421,1049,3651,852,20348,10536,22929
3488,613,501,3576,1076,20376,11152,23253
3488,536,1009,3670,1424,20232,10588,22879
3488,10,847,3589,624,19872,10964,22704
3488,184,1199,3692,1024,19764,10872,22580
3456,228,1111,3637,1644,19652,10732,22451
3472,575,822,3614,1368,19900,10604,22590
3504,724,680,3642,1836,20080,11032,22984
3504,621,1679,3934,1096,20380,10280,22852
3472,318,937,3610,1408,20316,10300,22821
3488,451,206,3523,1184,20148,10724,22854
3456,315,412,3494,832,20364,10524,22937
3472,493,1388,3771,1652,20220,11148,23148
3456,649,1510,3826,1468,20208,10948,23029
3440,469,561,3516,1728,20252,10860,23044
3488,394,230,3517,1628,20420,10928,23217
3504,264,350,3531,1112,19964,10576,22619
3488,535,1212,3731,1408,20584,10304,23062
3472,258,1254,3700,1680,20136,10700,22864
3472,689,215,3546,1688,19772,10488,22445
3456,872,112,3566,2156,20388,10316,22950
3456,587,2054,4062,56,18740,9948,21216
3472,44,1219,3680,1008,18576,10692,21456
3456,316,264,3480,1064,19948,10248,22451
3472,1537,502,3830,1560,20136,10444,22736
3472,3615,204,5016,896,19436,9976,21865
3456,38,972,3590,1560,19872,12088,23312
3472,775,299,3569,1292,19628,11216,22643
3472,492,355,3524,1584,19604,11056,22562
3456,598,1157,3693,2404,20500,11080,23426
3472,1515,606,3836,1084,20028,11248,22995
3456,907,1433,3849,2004,20196,11224,23192
3472,226,327,3494,1372,19252,11292,22361
3456,236,1297,3698,988,19812,11468,22913
3472,379,1126,3669,1200,20080,11684,23262
3440,758,1268,3743,792,19628,11420,22722
3408,315,455,3452,1656,19180,11096,22220
3472,107,827,3570,1056,20136,11060,22997
3456,89,72,3457,1040,19932,11456,23013
3440,156,243,3452,1144,19736,11204,22723
3456,272,104,3468,856,19772,11128,22704
3472,120,379,3494,652,19748,11032,22629
3440,369,984,3596,964,19768,11180,22730
3440,191,1583,3791,1944,19788,10920,22684
3408,239,1033,3569,1628,20060,11412,23136
3440,529,1125,3657,1320,20012,10968,22858
3472,164,146,3478,1852,19400,10840,22300
3408,467,305,3453,1784,20056,11144,23013
3424,7,277,3435,1752,19924,11324,22984
3440,465,382,3492,1360,20528,11380,23510
3440,185,1537,3772,1548,20464,10816,23198
3456,597,16,3507,1072,20000,11056,22877
3424,197,325,3445,1740,20184,10576,22853
3440,216,821,3543,1172,19576,10976,22473
3408,762,830,3589,1628,19416,10816,22284
3440,722,396,3537,1132,19956,11056,22842
3440,24,174,3444,1156,19748,11132,22698
3424,210,620,3486,1632,19708,10640,22456
3424,157,416,3452,1588,19756,11116,22724
3472,22,159,3475,1032,20028,10916,22832
3472,439,1739,3907,1712,20212,10700,22933
3440,709,314,3526,1432,19616,10816,22446
3424,214,1162,3622,1688,19440,10476,22147
3424,753,1303,3740,1676,19544,11404,22689
3408,253,425,3443,1072,19704,11152,22666
3408,39,32,3408,1924,19800,10988,22726
3440,257,282,3461,1132,19804,10968,22666
3424,59,567,3471,1152,19792,11164,22752
3424,561,325,3484,1108,19508,10588,22223
3408,333,598,3476,1116,19784,10944,22636
3392,289,395,3427,1796,19996,11240,23008
3440,257,1356,3706,1348,19524,10720,22314
3424,63,1065,3586,1988,19900,10448,22563
3424,119,808,3520,1668,19936,10708,22691
3408,611,739,3540,1208,19972,10756,22716
3440,159,690,3512,1792,19660,11080,22638
3424,465,651,3516,1744,20428,10876,23208
3408,341,966,3558,2180,20296,11288,23325
3424,74,742,3504,1984,19232,10868,22179
3424,53,755,3506,2072,19956,10760,22766
3424,204,59,3430,1364,19776,10324,22350
3456,31,514,3494,1200,19924,10588,22594
3456,190,20,3461,1456,20064,10724,22796
3440,432,751,3547,1560,20160,10728,22889
3424,575,528,3511,1360,20440,10596,23063
3440,688,1385,3771,1892,19612,10716,22428
3424,156,679,3494,1216,20112,10784,22853
3440,589,301,3503,1500,19984,10704,22719
3424,199,239,3438,1560,20364,10796,23101
3408,192,414,3438,1768,20192,10700,22920
3392,327,610,3461,2152,20004,10632,22755
3440,111,465,3473,1312,20024,10612,22700
3440,501,290,3488,1672,20348,11028,23204
3456,150,724,3534,1052,20092,10724,22799
3408,174,401,3435,2072,20112,10588,22823
3440,482,844,3574,1700,19872,10460,22521
3424,635,510,3519,1400,19912,10536,22571
3440,208,473,3478,1856,19904,11256,22941
3440,151,965,3575,1424,20020,10588,22692
3424,768,573,3555,1540,19952,10304,22508
3408,316,361,3441,1880,19672,10224,22249
3392,1376,27,3660,1972,19728,10480,22425
3424,1363,999,3818,1504,20268,10664,22951
3424,351,1338,3692,1376,19964,10660,22673
3408,274,1439,3709,1472,20104,10944,22937
3408,204,886,3527,1540,20240,10636,22916
3392,283,939,3530,1616,20132,10412,22722
3392,506,960,3561,1720,20296,10628,22974
3408,496,519,3482,1664,20264,10680,22966
3408,517,426,3473,1820,20260,10712,22989
3392,896,371,3527,2284,19900,10456,22595
3408,588,771,3543,1596,20196,10728,22924
3408,229,411,3440,2044,19804,10660,22583
3408,108,667,3474,1400,19436,10508,22139
3392,133,92,3395,1688,19776,10396,22405
3392,59,900,3509,1792,20036,10508,22695
3408,685,243,3484,1668,20140,10668,22851
3392,173,506,3433,1812,19812,10668,22574
3408,944,1450,3822,1508,19868,10744,22637
3376,1329,1026,3770,1700,20104,10112,22567
3408,2122,1599,4321,2240,21384,11600,24430
3424,631,347,3498,1440,17908,11624,21398
3424,883,404,3559,1504,19824,10828,22638
3392,75,1858,3868,1376,20072,12592,23734
3408,383,164,3433,1896,19408,11060,22418
3408,1183,1370,3858,1208,19836,11804,23114
3392,317,538,3448,900,19452,12052,22900
3440,73,1169,3633,1312,19288,11640,22566
3376,1978,409,3934,696,19868,10936,22689
3424,988,2308,4245,1048,19020,12948,23032
3408,139,225,3418,1920,20228,11028,23118
3408,841,1659,3882,1048,18508,11540,21836
3360,387,1350,3641,1348,18856,10984,21863
3392,940,1283,3746,968,19672,11132,22624
3408,452,499,3473,1936,19676,10776,22516
3408,48,320,3423,1144,20236,10880,23003
3440,157,591,3493,1952,19820,10612,22566
3376,905,433,3521,1356,19908,10856,22716
3392,733,61,3470,1144,19940,10868,22738
3392,355,1066,3573,1060,20120,10988,22949
3392,91,1309,3636,1736,19492,10956,22427
3392,211,1488,3710,1620,20444,11188,23361
3392,24,1366,3656,1152,20264,11040,23104
3408,2159,486,4063,1016,19016,10540,21765
3392,411,1016,3564,2032,19668,11300,22773
3392,277,792,3494,1648,21056,10948,23789
3392,2243,2676,4868,1736,19456,11344,22588
3424,597,3416,4873,1356,20552,10124,22950
3424,2762,632,4444,20,18644,10428,21362
