gx,gy,gz,grms,ax,ay,az,arms
4080,277,461,4115,408,7532,19380,20796
4080,85,250,4088,1036,7168,19248,20565
4112,102,128,4115,1988,8044,19016,20742
4112,1265,519,4333,696,11272,20376,23296
4096,388,1295,4313,1800,7528,18536,20087
4080,773,1379,4375,1400,6668,18712,19913
4048,1847,463,4473,648,7072,19288,20553
4080,984,87,4197,1272,7084,18996,20313
4096,535,412,4151,496,7588,19276,20721
4080,532,543,4150,612,7528,19204,20635
4096,86,807,4175,696,7504,19060,20495
4096,804,328,4187,944,7780,18964,20519
4064,506,1704,4435,776,7844,19268,20817
4080,540,257,4123,48,12964,19512,23426
4080,395,800,4176,2136,6056,19220,20264
4080,224,10,4086,1240,7824,18628,20242
4080,190,527,4118,1260,7872,19284,20866
4048,39,511,4080,1316,7320,19340,20720
4080,69,859,4170,1436,7816,19076,20665
4096,1561,2584,5088,2272,3928,17956,18520
4064,1626,1361,4583,840,10328,19936,22468
4064,956,97,4176,1992,6900,19328,20619
4096,117,628,4145,1224,7364,18820,20246
4064,534,583,4140,1244,8288,18728,20517
4096,424,510,4149,1044,7628,19356,20831
4064,98,4496,6061,2868,5352,17728,18739
4064,945,1600,4468,772,9740,19412,21732
4064,535,338,4112,1160,6528,19400,20501
4048,317,648,4111,1024,7956,18740,20384
4048,402,665,4121,760,7224,19536,20842
4048,1044,554,4217,2108,7840,18536,20235
4048,489,1587,4375,1352,9252,20772,22779
4032,2156,369,4587,844,9936,19504,21905
4064,1603,101,4369,1420,6360,18788,19886
4064,172,472,4094,648,7204,18992,20322
4000,591,859,4133,448,7088,19600,20847
4032,683,241,4096,1120,8116,18904,20603
4048,95,1519,4324,92,10000,20308,22636
4064,1259,2223,4800,708,8272,19168,20888
4048,3697,1042,5580,1452,8272,18896,20678
4064,259,501,4102,1744,6716,19436,20637
4064,373,678,4137,708,8584,18652,20544
4032,269,603,4085,1172,7548,19156,20622
4032,231,534,4073,936,8116,18900,20590
4048,465,144,4077,680,7592,19740,21160
4080,2656,5806,7576,4692,1216,16804,17489
4016,38,1799,4400,780,11204,19540,22537
4032,1102,246,4187,2120,6356,19284,20414
4032,19,446,4056,1960,7048,18036,19463
4064,253,273,4081,1100,7896,19248,20833
4032,915,201,4139,20,6852,20472,21588
4032,397,568,4091,1872,7372,18348,19862
4048,71,231,4055,1068,8560,19188,21037
4080,561,1173,4282,1148,9112,19424,21485
4064,3947,1158,5782,380,13464,19764,23917
4064,2203,480,4647,1192,6084,19172,20149
4064,1265,417,4276,884,7824,18960,20529
4016,917,802,4196,1464,8644,19240,21143
4016,481,520,4077,1124,6992,20052,21265
4032,201,529,4071,1480,8580,18220,20193
4032,1753,912,4490,1860,5804,18368,19352
4048,854,880,4229,456,8796,19648,21531
4032,471,541,4095,1448,8660,19348,21247
4032,597,411,4096,1152,7368,19220,20616
4064,482,732,4157,1000,7356,18948,20350
4032,477,1895,4480,1860,6292,19020,20119
4016,601,1691,4398,192,7236,19700,20987
