  4368,   949,   472,  4494,  1072,  7448, 19192, 20614
  4336,   130,   628,  4383,  1572,  7508, 19132, 20612
  4352,   202,   851,  4439,  1424,  7652, 19212, 20728
  4336,    42,   856,  4419,  1072,  7500, 19412, 20838
  4368,   163,   883,  4459,  1636,  7364, 19088, 20524
  4384,    64,   667,  4434,  1820,  7760, 19124, 20718
  4336,   749,   313,  4411,  1752,  7932, 18960, 20626
  4336,   937,   444,  4458,  1448,  8548, 18872, 20768
  4336,  2311,   842,  4985,  1672,  7740, 19136, 20709
  4352,  1309,  1126,  4682,  2196,  7480, 19468, 20970
  4320,  1739,  1654,  4941,  1212,  7212, 19416, 20747
  4304,   983,   924,  4510,  1292,  6612, 19444, 20578
  4320,  2620,    10,  5052,   124,  7100, 19056, 20336
  4320,   677,   988,  4482,  1600,  6820, 19432, 20656
  4336,   360,  1262,  4530,    48,  6848, 19188, 20373
  4320,   699,  2922,  5262,   276,  7688, 18964, 20464
  4320,  2749,   665,  5163,   536,  7032, 19800, 21018
  4320,    31,    39,  4320,   232,  7316, 18204, 19620
  4336,   698,   438,  4413,   308,  6940, 19340, 20549
  4320,   312,   120,  4332,   780,  6856, 19016, 20229
  4320,  2664,   448,  5095,   128,  6536, 19532, 20596
  4304,  3238,   791,  5443,  1108,  7280, 20140, 21444
  4320,  1002,   657,  4483,   784,  8348, 19448, 21178
  4304,  1173,   661,  4509,  2048,  6180, 18452, 19566
  4320,  7288,  2468,  8824,  6064,  9568, 19368, 22437
  4304,  2010,  2315,  5284,   932,  5620, 19020, 19854
  4304,  1520,  1662,  4857,   684,  6044, 19880, 20789
  4304,   324,  3968,  5862,   152,  4792, 19056, 19649
  4320,  7585,  3318,  9338,   572,  8896, 19736, 21655
  4336,   867,  1482,  4663,   816,  5276, 18712, 19458
  4320,  5685,   923,  7199,  1132,  4932, 19860, 20494
  4320,  1591,  1189,  4754,    56,  6744, 20060, 21163
  4288,  3328,  3169,  6285,   672,  7264, 19708, 21014
  4304,  2512,  1029,  5088,  2068,  7888, 19504, 21140
  4288,  1519,  2573,  5226,  1080,  8472, 18644, 20507
  4288,  1992,  1062,  4845,   656,  9408, 17888, 20221
  4336,  1024,   455,  4478,   728,  7508, 19684, 21079
  4320,  7995,   258,  9091,     0,  8588, 18272, 20189
  4288,   979,  1991,  4827,  1348,  7056, 20344, 21575
  4272,  7726,  3746,  9590,   836,  6332, 19752, 20758
  4320,  1265,  1457,  4731,  1024,  8040, 18468, 20168
  4288,   786,   803,  4432,  1680,  8092, 19544, 21219
  4336,   141,   668,  4389,  1684,  9448, 17580, 20028
  4288,  3633,   130,  5621,   532,  9548, 19460, 21682
  4304,   259,  2519,  4993,   464, 10348, 18308, 21035
  4272,   897,  1313,  4558,  1528, 10140, 18180, 20872
  4320,  2369,    93,  4927,  1044,  9004, 18752, 20827
  4320,  6931,  2257,  8473,  1156,  8280, 18420, 20228
  4320,  8077,   597,  9179,   108,  6484, 18752, 19841
  4272, 14103,  2823, 15003,   520,  4108, 19560, 19993
  4272,  5280,  2026,  7087,  1432,  4676, 21228, 21784
  4320,  8743,   873,  9791,  1760,  4652, 16168, 16915
  4272,  5495,  2324,  7337,  1324,  5748, 18828, 19730
