gx,gy,gz,grms,ax,ay,az,arms
4112,538,516,4179,108,18180,13592,22699
4096,292,1364,4327,588,18304,13592,22806
4112,1680,1269,4619,820,18300,13136,22541
4112,2021,2927,5436,1084,20528,12600,24110
4096,989,1664,4530,976,16788,13636,21650
4080,853,471,4194,428,18720,12452,22487
4128,703,1323,4391,804,18956,13292,23165
4112,416,675,4187,4,15836,13880,21057
4096,327,595,4151,984,20132,13292,24144
4096,958,557,4243,1552,16628,14148,21887
4096,114,352,4112,196,18020,13716,22647
4096,3,886,4190,740,19060,13856,23575
4080,2508,1158,4927,376,17472,14192,22512
4096,10,454,4121,1724,21032,12984,24777
4112,759,1947,4612,200,18152,12872,22253
4112,163,1291,4312,92,18324,13356,22675
4112,134,789,4189,176,18540,13456,22909
4096,1289,985,4405,1016,17968,13380,22425
4064,968,114,4179,272,17796,13540,22362
4096,1740,625,4493,1476,20240,12728,23954
4080,962,2107,4691,132,16980,12920,21336
4128,370,875,4235,264,18412,13220,22668
4112,787,227,4192,396,19272,13804,23709
4112,373,253,4136,572,18080,13864,22790
4096,3102,218,5142,1376,17040,13088,21530
4080,4030,121,5736,244,19092,12812,22993
4112,478,1204,4311,128,18116,13552,22624
4112,704,180,4175,164,18152,13464,22600
4096,180,2104,4608,904,19012,14028,23644
4112,719,608,4218,340,17240,13264,21754
4080,916,678,4236,1024,20412,13076,24262
4080,596,1876,4530,16,18216,13012,22386
4112,237,499,4148,388,18348,13464,22761
4096,370,367,4129,1216,19772,13716,24094
4096,89,426,4119,216,16424,13844,21481
4096,2937,2069,5448,364,18448,13236,22707
4128,197,185,4136,984,17804,12816,21959
4112,793,72,4188,96,18584,12792,22561
4096,516,223,4134,936,18944,13300,23165
4112,2270,297,4706,308,17492,12732,21637
4112,666,721,4227,1300,19368,12920,23318
4064,1456,2068,4786,956,18584,13208,22819
4064,209,1509,4340,1048,18644,12940,22718
4096,184,663,4153,1024,18804,13528,23187
4064,209,1244,4255,476,18472,13528,22900
4112,591,507,4185,836,18948,13184,23098
4096,1479,1391,4571,688,18288,13520,22753
4064,92,824,4147,60,19132,13084,23178
4096,789,584,4211,240,18508,13516,22919
4096,668,874,4241,568,18168,13020,22358
4080,879,142,4176,996,19304,13400,23520
4096,922,554,4234,1580,20156,13196,24143
4096,34,982,4212,16,18288,12768,22304
4080,430,596,4145,412,18260,13428,22669
4080,945,1960,4623,804,18564,13676,23071
4080,252,503,4118,52,16596,13488,21385
4096,1107,670,4295,500,18228,13752,22839
4080,2393,1271,4897,1656,19688,13312,23823
4080,9,500,4110,400,18612,13348,22907
4080,1138,162,4238,628,18368,13064,22548
4080,567,1036,4247,812,18508,13192,22742
4096,1284,470,4318,228,17724,12440,21655
4080,1102,891,4319,400,18848,13560,23222
4096,1000,603,4259,820,18432,13060,22604
4048,1076,347,4202,1196,18236,13256,22576
4096,434,1149,4276,672,18312,13676,22865
4096,585,297,4148,452,18276,12888,22367
4080,1059,1145,4367,744,19196,13400,23422
4080,1002,1635,4508,892,18748,13228,22962
4064,978,769,4250,756,18692,13652,23159
4080,323,1098,4237,468,18220,13096,22443
4064,852,5,4152,16,18584,12876,22608
4064,2171,125,4609,252,18736,13380,23024
4096,217,634,4150,284,17860,13284,22260
4080,4,760,4150,968,18496,13888,23149
4064,388,553,4119,1208,18244,14020,23040
4096,120,340,4111,612,17880,13348,22321
4096,811,1853,4568,1424,20000,13024,23909
4080,623,1618,4433,516,18564,13184,22775
4080,354,1242,4279,172,18680,13712,23173
4096,1137,148,4253,252,16268,13312,21021
4064,638,1163,4275,1972,21464,12392,24862
4080,1696,508,4447,920,18252,13500,22720
4064,971,765,4247,472,18516,13660,23014
4080,291,361,4106,1056,18192,13296,22557
4064,1132,383,4236,576,18368,12700,22338
4048,1268,1541,4513,644,18748,13664,23207
4080,344,1929,4526,780,18556,13684,23069
4064,247,980,4187,188,18180,13120,22420
4048,1032,531,4211,232,18288,13260,22590
4064,178,349,4082,428,18640,13172,22828
4064,263,1233,4255,884,18568,13440,22938
4080,273,1236,4271,48,18232,13452,22657
4064,130,180,4070,176,18240,13528,22709
4064,1852,230,4472,260,18080,13388,22498
4064,638,347,4128,688,18412,14616,23518
4096,355,300,4122,960,18044,13836,22758
4048,349,106,4064,1032,17840,13868,22619
4064,264,80,4073,1224,17744,13848,22541
4064,510,106,4097,1500,18360,14156,23232
4080,687,889,4231,812,18796,14252,23602
4048,2269,973,4741,772,18220,13804,22871
4064,1896,1844,4848,120,17612,12988,21883
4064,548,736,4166,440,17884,13800,22593
4032,423,703,4114,312,18264,13404,22656
4064,300,387,4093,296,18524,13520,22935
4032,1193,1754,4555,1068,19144,13660,23542
4032,194,1201,4211,184,17556,13984,22445
4064,456,464,4115,660,18164,13508,22645
4032,258,626,4088,124,18020,13760,22673
4080,659,198,4137,36,16008,13952,21234
4064,398,307,4094,1048,19320,13640,23672
4048,528,2285,4678,844,18020,13696,22649
4064,998,788,4258,1052,18256,13176,22538
4032,700,2,4092,548,17912,13792,22613
4032,249,1209,4216,1180,18272,14300,23232
4032,606,222,4083,1212,18264,13488,22736
4032,337,771,4118,940,18656,13836,23245
4032,331,651,4097,416,16828,13636,21663
4032,541,48,4068,644,17936,13776,22625
4048,145,454,4075,960,17864,13928,22672
4048,460,814,4154,1136,18080,13832,22792
4032,200,745,4105,1300,18448,13356,22812
4080,632,653,4179,1664,19360,13440,23626
4032,324,460,4071,84,17444,12868,21676
4016,1008,243,4147,820,17928,13928,22717
4032,360,717,4111,852,18156,13900,22881
4032,703,747,4160,920,17856,13980,22696
4032,524,585,4107,1804,19320,13740,23776
4048,283,1080,4199,372,17460,13240,21915
4064,434,482,4115,376,18080,13188,22381
4032,56,939,4140,728,18580,13588,23029
4064,9,692,4122,12,18060,13536,22569
4016,509,1473,4307,784,17512,13360,22040
4032,1564,901,4417,2040,19104,13952,23744
4032,363,1339,4264,764,17940,13512,22472
4032,722,293,4106,428,17712,13324,22168
4032,2548,1475,4992,1996,19272,14040,23927
4032,413,81,4053,1964,18672,14888,23961
4064,1794,2137,4929,720,18284,13716,22868
4064,604,1225,4287,848,18068,13668,22671
4032,23,91,4033,628,18020,13408,22469
4048,1444,742,4361,1088,17912,13692,22571
4016,1305,1422,4455,732,17392,13900,22276
4000,214,133,4007,1316,17976,14144,22911
4000,201,911,4107,1624,17668,13940,22563
4048,110,878,4143,1236,17940,13680,22594
4016,312,1272,4224,1468,17788,14284,22860
4032,1583,821,4408,1364,18664,13536,23096
4000,288,634,4060,864,18172,13372,22578
4048,285,1036,4188,1296,18116,13788,22803
4048,137,778,4124,992,18612,13152,22811
4032,973,885,4241,812,18436,12848,22485
4032,1716,978,4489,544,18204,13204,22495
3984,448,935,4116,944,18292,13324,22649
4000,141,985,4121,244,17776,13488,22315
4032,215,186,4042,524,17736,13584,22346
4016,493,527,4080,1508,19404,13320,23584
4032,25,670,4087,396,17956,13036,22192
4032,255,436,4063,312,17888,13672,22516
4000,371,619,4064,1128,18452,13628,22966
4000,159,568,4043,768,18328,13612,22842
4032,182,573,4076,668,18152,13552,22662
4064,286,640,4124,756,18412,13456,22817
4016,315,710,4090,680,18260,13568,22759
4032,237,678,4095,636,18300,13528,22766
4016,205,440,4045,624,18096,13568,22626
4016,435,245,4046,964,17868,13548,22444
4016,217,217,4027,1344,18328,13520,22814
4032,126,839,4120,796,18008,13812,22708
4016,289,979,4143,1312,18088,13548,22637
4016,179,657,4073,1280,18196,13624,22767
4016,75,509,4048,960,18376,13700,22940
4000,140,1154,4165,484,17924,13120,22217
4000,559,1028,4167,1308,18416,13452,22843
4000,116,483,4030,1460,18960,13280,23194
4000,407,600,4065,624,18280,13468,22714
4016,45,802,4095,776,18324,13456,22747
4000,15,757,4071,908,18460,13376,22814
4032,327,535,4080,588,18128,13556,22643
4032,175,495,4066,276,18188,13580,22700
4032,135,583,4076,364,18300,13344,22651
4016,56,693,4075,896,18456,13268,22747
4000,93,731,4067,740,18560,13396,22901
4000,345,994,4136,720,18568,13124,22749
3984,300,525,4029,776,18588,13404,22929
4032,241,377,4056,640,18500,13556,22943
4000,347,355,4030,412,18516,13320,22813
4016,362,481,4060,864,18480,13280,22773
4000,316,539,4048,680,18376,13344,22720
4016,303,646,4078,696,18364,13444,22769
3984,38,838,4071,836,18336,13548,22813
4000,219,752,4075,924,18312,13312,22658
4000,171,572,4044,836,18288,13432,22706
3968,129,687,4029,524,18484,13556,22928
3984,134,885,4083,1028,18312,13412,22721
4000,10,885,4096,172,18352,13480,22771
4016,332,649,4081,712,18536,13372,22867
4000,349,589,4058,632,18468,13268,22748
4000,399,527,4054,324,18168,13424,22591
4000,616,339,4061,716,18516,13552,22956
4016,350,322,4044,428,18324,13588,22816
3968,540,386,4023,1116,18300,13556,22801
3984,209,662,4044,556,18500,13412,22856
3984,409,803,4084,1032,18424,13384,22795
3968,237,703,4036,940,18300,13432,22719
3984,270,768,4066,628,18276,13448,22699
4000,199,760,4076,416,18268,13540,22742
4000,183,712,4066,256,18300,13532,22761
3984,276,601,4038,264,18072,13644,22645
4000,189,738,4071,660,18108,13428,22553
4032,5,733,4098,628,18360,13500,22797
3968,165,496,4002,892,18496,13428,22873
4000,213,493,4035,212,18476,13416,22834
4000,184,679,4061,600,18300,13648,22836
4000,156,569,4043,1012,18468,13416,22849
3984,217,607,4035,116,18248,13484,22689
4016,235,576,4063,152,18164,13268,22494
4000,156,571,4043,304,18212,13428,22629
3984,158,566,4027,340,18344,13368,22700
4000,129,881,4097,360,18368,13460,22774
4016,160,779,4093,744,18516,13292,22805
4000,716,138,4065,416,18356,13396,22728
3936,358,517,3985,668,18392,13376,22751
3952,200,559,3996,276,18052,13360,22459
4016,156,575,4059,248,18092,13432,22534
4000,114,566,4041,948,18428,13312,22753
3968,102,542,4006,656,18444,13452,22837
3968,193,657,4026,428,18308,13284,22623
4000,163,689,4062,184,18024,13364,22438
3984,1460,1532,4511,720,18964,13020,23014
3952,4088,2033,6038,1452,18916,14280,23745
3968,298,736,4046,340,18288,13516,22743
3968,980,78,4087,648,18484,14056,23230
3952,1056,576,4131,328,18128,13472,22588
4000,534,41,4035,28,18264,13392,22647
4000,339,336,4028,412,18400,13420,22777
4000,405,608,4066,712,18488,13292,22781
3984,651,519,4070,44,18496,13416,22849
3984,252,183,3996,920,18532,13516,22955
3968,357,371,4001,760,18536,13440,22908
3984,289,518,4027,456,18176,13652,22736
3984,210,456,4015,484,18224,13616,22753
3968,188,553,4010,692,18440,13280,22734
3984,209,529,4024,828,18432,13392,22798
3984,184,605,4033,992,18556,13452,22940
3968,166,573,4012,968,18580,13444,22954
3968,19,612,4014,448,18280,13420,22681
3968,167,515,4004,840,18504,13500,22920
3984,180,474,4016,960,18540,13348,22865
3984,162,505,4019,280,18264,13356,22628
3968,248,541,4012,900,18500,13476,22905
3968,284,598,4022,948,18488,13468,22893
3984,199,611,4035,448,18396,13288,22697
3968,258,611,4023,1064,18484,13192,22733
3952,267,616,4008,768,18340,13412,22733
3968,245,630,4025,1044,18472,13268,22767
3952,157,744,4024,284,18372,13372,22724
3936,219,702,4004,336,18376,13544,22830
3968,203,558,4012,152,18336,13248,22621
3968,212,543,4010,104,18276,13424,22676
3984,156,725,4052,1056,18472,13456,22877
3952,180,681,4014,804,18412,13368,22767
3952,136,621,4002,500,18420,13320,22736
3968,195,775,4047,836,18636,13280,22898
3984,239,540,4027,280,18468,13432,22837
3968,221,589,4017,224,18416,13460,22811
3952,212,513,3990,436,18480,13300,22772
3968,169,596,4016,392,18380,13544,22834
3968,173,584,4014,832,18552,13368,22881
4000,208,556,4043,644,18428,13196,22674
3968,132,511,4002,740,18524,13216,22767
3984,249,723,4056,96,17996,13316,22387
3968,240,566,4015,72,18348,13384,22710
3936,218,501,3973,20,18352,13352,22695
3952,141,594,3998,80,18248,13308,22585
3952,84,436,3976,48,18380,13292,22682
3952,63,457,3978,728,18416,13400,22786
3968,252,305,3987,796,18492,13336,22813
3968,282,478,4006,232,18472,13468,22861
3984,119,1014,4112,628,18964,13556,23319
3952,61,1161,4119,408,18108,13228,22428
3952,284,500,3993,324,18360,13176,22600
3936,358,447,3977,600,18524,13340,22835
3968,352,174,3987,116,18352,13220,22618
3952,332,345,3980,792,18608,13412,22951
3968,210,653,4026,220,18500,13232,22746
3952,337,510,3998,432,18668,13260,22902
3936,214,645,3994,332,18472,13316,22773
3968,277,631,4027,564,18576,13356,22885
3968,321,525,4015,340,18500,13216,22738
3968,239,738,4043,688,18488,13404,22846
3952,225,596,4003,136,18356,13304,22670
3952,282,594,4006,780,18336,13232,22625
3968,279,647,4030,700,18500,13304,22797
3952,215,675,4014,116,18268,13368,22637
3952,196,592,4000,176,18328,13260,22622
3952,262,547,3998,400,18404,13280,22698
3936,335,482,3979,816,18628,13076,22773
3936,331,553,3988,896,18496,13324,22813
3936,212,462,3968,700,18300,13412,22699
3936,566,105,3977,232,18388,13292,22690
3888,650,423,3964,900,18384,13364,22745
3904,309,271,3925,880,18368,13564,22850
3936,615,1148,4145,536,18396,13608,22888
3936,186,1380,4175,480,18584,13276,22843
3952,938,363,4077,92,18312,13104,22517
3952,942,125,4064,1000,18216,13576,22740
3920,902,649,4074,828,18248,13696,22831
3952,254,45,3960,1468,17948,13796,22685
3904,475,367,3949,704,18028,13692,22648
3968,274,548,4015,1124,18328,13724,22924
3968,11,569,4008,1428,18184,13924,22947
3920,650,446,3998,2140,18576,14200,23479
3904,556,989,4065,1504,18300,13416,22740
3936,287,983,4067,524,18344,13280,22652
3952,55,1769,4330,200,18600,13652,23073
3920,223,839,4014,736,18468,13412,22836
3920,274,924,4036,620,18300,13388,22682
3952,234,770,4033,48,18368,13396,22734
3920,125,709,3985,868,18484,13336,22809
3920,239,728,3994,780,18420,13312,22740
3936,299,640,3998,628,18376,13400,22751
3936,343,732,4018,88,18188,13364,22570
3904,210,538,3946,504,18424,13316,22737
3952,15,465,3979,288,18484,13304,22775
3936,179,708,4003,248,18324,13296,22640
3936,439,825,4045,572,18244,13420,22655
3952,207,547,3995,828,18456,13392,22817
3920,284,146,3932,572,18320,13452,22735
3936,340,390,3969,460,18440,13208,22686
3920,390,700,4001,1268,18604,13304,22906
3904,252,888,4011,580,18500,13444,22876
3920,353,1268,4135,196,18312,13400,22692
3904,164,1232,4097,136,18328,13300,22645
3936,70,1316,4150,588,18380,13356,22727
3904,17,1113,4059,136,18148,13372,22542
3920,168,678,3981,540,18608,13216,22830
3952,333,318,3978,136,18408,13036,22556
3920,162,407,3944,36,18416,13216,22667
3920,92,497,3952,300,18524,13232,22766
3920,165,557,3962,120,18364,13160,22592
3936,214,619,3990,288,18384,13392,22746
3888,387,552,3946,332,18168,13180,22447
3904,33,945,4016,32,18256,13396,22643
3904,204,710,3973,380,18480,13376,22816
3920,23,349,3935,16,18368,13228,22635
3936,207,528,3976,380,18600,13112,22760
3904,167,812,3991,12,18504,13224,22743
