  4272,   182,   605,  4318,  3820, 12684, 17308, 21795
  4256,   430,   658,  4327,  3932, 12536, 17424, 21822
  4240,   674,   547,  4327,  4004, 12668, 17412, 21901
  4272,   113,   394,  4291,  4088, 12600, 17296, 21785
  4272,   143,   675,  4327,  4116, 12580, 17288, 21773
  4272,   417,   541,  4326,  4240, 12572, 17276, 21782
  4256,   243,   507,  4292,  4084, 12452, 17456, 21827
  4320,   227,   453,  4349,  4232, 12444, 17264, 21698
  4288,   199,   628,  4338,  4040, 12548, 17212, 21680
  4240,   306,   522,  4282,  4380, 12528, 17156, 21690
  4272,   278,   496,  4309,  4292, 12624, 17240, 21794
  4256,   363,   734,  4334,  4264, 12472, 17492, 21902
  4256,    88,   259,  4264,  4080, 12736, 17180, 21771
  4256,    10,   641,  4304,  4144, 12416, 17388, 21764
  4272,   303,   472,  4308,  4212, 12488, 17212, 21678
  4240,   283,  1083,  4385,  4360, 12524, 17272, 21775
  4256,   220,   748,  4326,  4156, 12460, 17328, 21743
  4256,   226,   177,  4265,  4028, 12444, 17384, 21755
  4272,  1369,   956,  4586,  3756, 12192, 17088, 21324
  4304, 12820,   475, 13531,  4548, 10472, 17444, 20848
  4320,  4445,   372,  6209,  4340,  9788, 19480, 22228
  4224,  6548,   526,  7809,  4360, 10208, 19216, 22191
  4272,  7099,   394,  8294,  4136, 12232, 15916, 20495
  4288,  2299,    63,  4865,  4060, 11660, 14908, 19356
  4272,  2842,  2283,  5615,  3684, 13264, 16880, 21781
  4304,   759,   219,  4375,  3840, 13728, 16600, 21880
  4256, 24582,   303, 24949,  4292, 11640, 19176, 22839
  4288,   851,   432,  4392,  5000,  9512, 20112, 22802
  4256,  9743,   642, 10651,  4136, 10220, 17532, 20710
  4272,  4700,  1460,  6517,  3940, 11496, 16128, 20193
  4288,    10,  1349,  4495,  4724, 11868, 17364, 21556
  4256,   856,   656,  4390,  4332, 11484, 17368, 21267
  4240, 14255,  2092, 15018,  4132,  9872, 16840, 19952
  4240,  2661,   770,  5064,  5128,  9588, 19132, 22005
  4256,  3667,   435,  5634,  4152, 10024, 18828, 21730
  4288,  7542,   139,  8676,  3932, 10460, 17552, 20807
